,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
6/11/2021,547323,70652,0,885834,343609,3854421,550014,348350,109296,49,49158,2344321,1128092,103,8236,36871,193515,1387029,748654,372438,316886,461947,475354,68488,461097,708710,996756,603466,319115,611997,112761,223792,327140,99068,1019107,204044,2108510,1007698,110386,183,1106411,454394,204587,1212529,139323,152213,594805,124343,865085,2976183,409007,24320,3690,677530,443454,162939,676075,61114
6/12/2021,547323,70652,0,886404,343873,3855390,550618,348350,109322,49,49179,2344321,1128467,103,8236,36975,193515,1387297,749097,372523,316886,462220,475354,68541,461183,708836,996986,603614,319115,612552,112761,223792,327140,99068,1019107,204044,2108950,1007698,110426,183,1106796,454394,204866,1212831,139364,152213,594805,124343,865085,2976974,409364,24320,3690,677671,444166,162939,676075,61114
6/13/2021,547323,70652,0,886752,343964,3855960,551091,348350,109358,49,49179,2344321,1128690,103,8236,37011,193515,1387595,749097,372580,316886,462303,475354,68590,461265,708875,996986,603760,319115,612956,112761,223792,327140,99068,1019563,204044,2109313,1007698,110432,183,1107047,454394,205030,1212999,139423,152213,594877,124360,865085,2977373,409558,24320,3690,677744,444166,162939,676075,61114
6/14/2021,547873,70717,0,887146,344067,3856945,551328,348465,109379,49,49200,2344321,1128870,103,8244,37067,193743,1387760,749532,372650,317119,462432,475908,68606,461325,708933,997375,603876,319381,613266,112850,223847,327579,99143,1019794,204271,2109677,1008926,110440,183,1107225,454884,205154,1213350,139449,152273,595201,124356,865085,2978351,409727,24331,3717,677812,444722,163144,676276,61234
6/15/2021,548163,70717,0,887569,344369,3857734,551719,348521,109421,49,49213,2344321,1129177,103,8251,37104,193832,1387986,749835,372751,317119,462700,476467,68635,461392,709012,997595,603966,319428,613848,112949,223888,327831,99178,1020043,204392,2110004,1009198,110473,183,1107521,454929,205459,1213772,139460,152306,595285,124377,865511,2979689,409964,24339,3729,677949,445155,163221,676406,61303
6/16/2021,548323,70770,0,888005,344657,3858601,552183,348560,109418,49,49223,2344321,1129675,103,8261,37134,193919,1388338,750170,372836,317438,462922,476792,68686,461470,709080,997816,604052,319511,614710,113021,223931,328194,99196,1020326,204472,2110310,1009531,110492,183,1107902,455145,205698,1214051,139494,152333,595310,124382,865750,2981826,410377,24348,3747,678226,445686,163311,676442,61359
6/17/2021,548323,70770,0,888337,344945,3859898,552726,348595,109470,49,49232,2344321,1130083,103,8266,37170,194006,1388586,750432,372910,317440,463154,477127,68720,461549,709187,997993,604184,319704,615471,113092,223960,328490,99225,1020564,204577,2110756,1009893,110520,183,1108146,455354,205988,1214395,139582,152359,595361,124393,865750,2982619,410746,24357,3752,678392,446124,163382,676551,61425
6/18/2021,548657,70875,0,888701,345221,3860812,553200,348665,109501,49,49243,2354416,1130468,103,8267,37214,194006,1388688,750702,372985,317610,463337,477453,68756,461635,709263,998149,604291,319948,616390,113167,223986,328875,99254,1020830,204698,2111162,1010113,110544,183,1108528,455535,206299,1214625,139669,152383,595448,124393,866027,2983636,411071,24360,3764,678506,446682,163382,676673,61490
6/19/2021,548657,70875,0,889342,345472,3862038,553596,348665,109528,49,49243,2354416,1130845,103,8267,37284,194006,1388688,751242,373047,317610,463337,477453,68794,461697,709354,998149,604406,319948,617006,113167,223986,328875,99254,1021038,204698,2111556,1010113,110559,183,1108736,455535,206581,1214795,139713,152383,595448,124393,866027,2985388,411361,24360,3768,678595,447203,163382,676673,61490
6/20/2021,548657,70875,0,889727,345605,3863134,553868,348665,109548,49,49243,2354416,1131048,103,8267,37353,194006,1388688,751242,373098,317610,463337,477453,68826,461739,709395,998149,604509,319948,617498,113167,223986,328875,99254,1021182,204698,2111845,1010113,110567,183,1108902,455535,206777,1214895,139753,152383,595448,124393,866027,2985659,411610,24360,3768,678649,447203,163382,676673,61490
6/21/2021,549013,70963,0,890111,345695,3863939,554090,348757,109564,49,49262,2354416,1131232,103,8284,37367,194249,1389443,751526,373142,317756,463692,478139,68846,461779,709443,998507,604608,320107,617928,113225,224065,329515,99329,1021308,204961,2112129,1010889,110571,183,1109025,455986,206851,1215116,139782,152429,595750,124411,866324,2986414,411770,24368,3774,678765,447724,163382,676820,61630
6/22/2021,549013,70963,0,890533,346180,3864786,554473,348802,109577,49,49275,2354416,1131583,103,8304,37387,194367,1389634,751826,373223,317756,463873,478464,68866,461828,709476,998641,604687,320174,618713,113341,224103,329915,99348,1021554,205058,2112388,1011100,110598,183,1109374,456148,207106,1215239,139782,152443,595813,124446,866419,2988388,412019,24371,3810,678909,448142,163627,676931,61704
6/23/2021,549394,71035,0,891023,346569,3866257,554977,348840,109599,49,49284,2354416,1131972,103,8310,37429,194520,1389892,752108,373315,318097,464033,478946,68879,461887,709544,998877,604758,320292,619554,113403,224156,330362,99366,1021822,205134,2112649,1011561,110614,183,1109697,456413,207333,1215374,139802,152481,595901,124471,866608,2989604,412546,24379,3819,679137,448945,163689,677048,61776
6/24/2021,549394,71035,0,891649,346952,3868290,555569,348993,109620,49,49297,2354416,1132329,103,8316,37484,194609,1390140,752395,373371,318097,464199,479311,68889,461953,709622,999052,604879,320594,620792,113471,224206,330810,99392,1022094,205215,2113046,1011955,110627,183,1110000,456686,207558,1215735,139871,152501,596032,124482,866670,2991189,413008,24385,3835,679391,449491,163744,677186,61847
6/25/2021,549934,71035,0,892236,347254,3870084,555971,349120,109636,49,49305,2365464,1132661,103,8328,37532,194690,1390432,752699,373450,318352,464388,479521,68925,462017,709682,999119,604971,320837,621683,113529,224226,331614,99403,1022443,205290,2113398,1012343,110644,183,1110292,456910,207787,1215889,139909,152514,596144,124496,866670,2992812,413317,24392,3839,679762,449983,163804,677252,61951
6/26/2021,549934,71035,0,892711,347254,3872300,556542,349120,109657,49,49305,2365464,1133063,103,8328,37596,194690,1390432,752699,373532,318352,464388,479521,68964,462078,709738,999119,605040,320837,622472,113529,224226,331614,99403,1022680,205290,2113742,1012343,110657,183,1110546,456910,207999,1216037,139956,152514,596144,124496,866738,2994213,413668,24392,3844,680060,450404,163804,677252,61951
6/27/2021,549934,71035,0,893147,347254,3873492,556775,349120,109682,49,49305,2365464,1133291,103,8328,37647,194690,1390432,752699,373583,318352,464388,479521,68977,462144,709769,999119,605137,320837,623096,113529,224226,331614,99403,1022830,205290,2114123,1012343,110663,183,1110700,456910,208137,1216133,140009,152514,596144,124496,866738,2994389,413950,24392,3844,679828,450404,163804,677252,61951
6/28/2021,550451,71181,0,893560,348220,3874604,557004,349261,109700,49,49333,2365464,1133481,103,8344,37669,194824,1391179,753260,373636,318689,464686,480463,68990,462181,709810,999471,605218,321138,623538,113577,224330,332529,99455,1022977,205438,2114434,1013207,110666,183,1110847,457490,208222,1216293,140021,152567,596616,124515,866883,2995223,414204,24402,3850,679917,450930,163967,677396,62099
6/29/2021,550451,71187,0,894106,348699,3870640,557347,349301,109712,49,49347,2365464,1133983,103,8348,37702,194901,1391480,753528,373739,318690,464893,480876,69022,462217,709873,999711,605297,321408,624471,113690,224404,333154,99481,1023200,205484,2114686,1013481,110680,183,1111124,457575,208446,1216430,140026,152589,596712,124526,866841,2997318,414565,24406,3858,680065,451248,163992,677531,62195
6/30/2021,550983,71275,0,894875,349385,3872357,557791,349352,109744,49,49355,2365464,1134573,103,8357,37758,194998,1391739,753927,373861,319125,465167,481467,69034,462279,709966,1000019,605365,321764,625796,113755,224488,333712,99504,1023395,205542,2114986,1013689,110707,183,1111324,457851,208640,1216579,140058,152613,596840,124546,866964,3000069,415139,24410,3879,680340,451595,164041,677622,62290
7/1/2021,550983,71275,0,895347,350085,3874021,558321,349387,109770,49,49362,2365464,1135093,103,8366,37807,195089,1392196,754317,373960,319149,465330,482035,69055,462354,710049,1000241,605448,321944,627082,113821,224488,334255,99527,1023613,205629,2115377,1013985,110718,183,1111903,458180,208836,1216965,140106,152618,597021,124570,867157,3001682,415679,24412,3895,680564,452072,164097,677740,62353
7/2/2021,551298,71384,0,895873,350579,3874880,558820,349476,109820,49,49378,2381148,1135526,103,8373,37886,195172,1392552,754724,374054,319541,465490,482560,69070,462439,710138,1000375,605549,322186,628255,113873,224682,334763,99555,1023923,205715,2115880,1014359,110729,183,1112088,458483,209037,1217115,140175,152643,597261,124592,867407,3003278,416110,24419,3902,680744,452483,164149,677859,62445
7/3/2021,551298,71384,0,896518,350579,3875533,559272,349476,109846,49,49378,2381148,1135526,103,8373,37933,195172,1392552,754724,374120,319541,465490,482560,69099,462535,710138,1000375,605660,322186,628484,113873,224682,334763,99555,1024113,205715,2116166,1014359,110734,183,1112289,458483,209037,1217288,140231,152643,597261,124592,867407,3004465,416110,24419,3916,680904,452483,164149,677859,62445
7/4/2021,551298,71384,0,896960,350579,3876072,559534,349476,109875,49,49378,2381148,1135526,103,8373,37995,195172,1392552,754724,374180,319541,465490,482560,69121,462596,710138,1000375,605660,322186,629742,113873,224682,334763,99555,1024225,205715,2116516,1014359,110736,183,1112289,458483,209037,1217389,140301,152643,597261,124592,867407,3004684,416110,24419,3916,681072,452483,164149,677859,62445
7/5/2021,551298,71384,0,897010,351825,3879823,559704,349476,109891,49,49378,2381148,1135526,103,8373,38043,195172,1392552,754724,374207,319541,465490,482560,69121,462634,710138,1000375,605660,322186,630744,113873,224682,334763,99555,1024311,205715,2116888,1014359,110745,183,1112499,458483,209037,1217484,140301,152643,597961,124592,867407,3005221,416110,24419,3916,681194,452483,164149,678008,62445
7/6/2021,551298,71384,0,897910,352095,3881410,559921,349651,109900,49,49417,2381148,1136893,103,8394,38082,195429,1393773,755700,374284,319552,465913,484577,69121,462681,710428,1000908,605803,322835,631510,113951,224873,336109,99626,1024465,205915,2117186,1015847,110751,184,1112689,459524,209494,1217567,140412,152698,598093,124592,868322,3006541,417259,24433,3942,681326,453665,164279,678048,62642
7/7/2021,552911,71598,0,898283,353095,3883618,560419,349743,109900,49,49423,2381148,1137560,103,8408,38121,195552,1394235,756070,375328,320581,466244,485803,69159,462736,710519,1000908,606034,323214,633169,114102,224873,336562,99652,1024748,205996,2117549,1016262,110779,184,1113006,459675,209764,1217707,140434,152738,598229,124652,868738,3010929,417653,24440,3970,681599,454068,164346,678232,62737
7/8/2021,552911,71598,0,898908,354305,3886098,560860,349798,109931,49,49434,2381148,1138492,103,8423,38196,195696,1394852,756625,374381,320601,466545,486589,69192,462835,710629,1000908,606158,323641,634834,114189,225069,337259,99685,1025079,206128,2118216,1016892,110808,184,1113383,460131,209974,1218097,140511,152748,598511,124652,869191,3013216,418321,24445,3985,681890,454650,164399,678459,62865
7/9/2021,554071,71731,0,899829,355460,3887619,561912,349969,109986,49,49455,2404895,1139396,103,8431,38265,195831,1395497,757062,374627,321413,466884,487558,69202,462980,710830,1001745,606297,324057,636976,114240,225171,338072,99708,1025477,206252,2118960,1017435,110821,185,1113737,460682,210230,1218291,140622,152729,598918,124652,869752,3015520,418976,24457,4005,682147,455103,164465,678604,62966
7/10/2021,554605,71731,0,900636,355460,3888860,562401,349969,110019,49,49455,2404895,1139396,103,8431,38379,195831,1395497,757062,374627,321413,466884,487558,69220,463107,710830,1001745,606297,324057,638573,114240,225171,338072,99708,1025788,206252,2119692,1017435,110848,185,1114036,460682,210230,1218490,140708,152729,598918,124652,869752,3016891,418976,24457,4033,682433,455103,164465,678604,62966
7/11/2021,554605,71731,0,901439,355460,3894893,562763,349969,110074,49,49455,2404895,1139396,103,8431,38481,195831,1395497,757062,374627,321413,466884,487558,69220,463186,710830,1001745,606297,324057,639668,114240,225171,338072,99708,1026071,206252,2120486,1017435,110857,185,1114267,460682,210230,1218631,140847,152729,598918,124652,869752,3017321,418976,24457,4033,682673,455103,164465,678604,62966
7/12/2021,555215,71905,0,901561,357473,3898328,563086,350039,110093,49,49526,2404895,1141159,103,8454,38544,196128,1397089,757904,374627,322075,467612,489951,69220,463265,711162,1001745,606484,324853,639881,114325,225171,339745,99770,1026286,206551,2121119,1019298,110858,185,1114491,461893,210729,1218886,140944,152819,600027,124652,870971,3020886,420214,24489,4043,682856,456709,164625,678944,63138
7/13/2021,555215,71905,0,901906,358949,3903049,563642,350245,110112,49,49536,2404895,1142268,103,8467,38605,196310,1397667,758479,374627,322075,468044,490904,69285,463383,711446,1002488,606870,325072,642168,114415,225477,340600,99800,1026649,206666,2121761,1019838,110899,185,1114835,461893,211065,1219161,140974,152842,600283,124652,871546,3024610,420685,24497,4071,683202,457814,164685,679180,63235
7/14/2021,556613,72153,0,903851,360258,3906477,564164,350386,110182,49,49574,2404895,1143528,103,8471,38653,196489,1398410,759062,375278,322208,468680,492840,69325,463487,711676,1002488,607069,325713,644423,114508,225600,341292,99840,1027014,206846,2122502,1020833,110926,187,1115242,463152,211315,1219405,141100,152873,600607,124750,872362,3029676,421257,24516,4104,683614,458517,164763,679389,63331
7/15/2021,557578,72153,0,904865,361238,3909903,564686,350536,110231,49,49615,2404895,1144890,103,8473,38819,196695,1399270,759618,375278,323302,469214,494340,69374,463665,711943,1002488,607278,326270,647237,114576,225711,342230,99875,1027460,207002,2123452,1021853,110958,187,1115789,463857,211631,1219722,141284,152927,601232,124764,872934,3032699,421950,24529,4119,684054,459306,164843,679604,63455
7/16/2021,558577,72440,0,906116,362580,3914111,565294,350675,110270,49,49652,2450344,1145976,103,8477,38966,196856,1399946,760163,375278,324367,469710,495945,69418,463848,712272,1003432,607524,326804,649571,114663,225861,343096,99907,1027954,207189,2124168,1022876,110975,187,1116322,464607,211998,1220060,141483,152971,601803,124764,872945,3037130,422619,24550,4160,684499,460067,164933,679826,63523
7/17/2021,559478,72440,0,906116,362580,3916067,565829,350675,110339,49,49652,2450344,1145976,103,8477,39090,196856,1399946,760163,375278,324367,469710,495945,69476,464031,712272,1003432,607524,326804,651966,114663,225861,343096,99907,1028503,207189,2125535,1022876,111000,187,1116808,464607,211998,1220385,141668,152971,601803,124764,872945,3039664,422619,24550,4186,684499,460067,164933,679826,63523
7/18/2021,560202,72440,0,908248,362580,3925372,566289,350675,110387,49,49652,2450344,1145976,103,8477,39254,196856,1399946,760163,375278,324375,469710,495945,69476,464197,712272,1003432,607524,326804,653331,114663,225861,343096,99907,1028931,207189,2126680,1022876,111008,187,1117109,464607,211998,1220653,141905,152971,601803,124764,873685,3041410,422619,24550,4186,684499,460067,164933,679826,63523
7/19/2021,560920,72899,0,909282,365132,3929523,566670,351084,110423,49,49793,2450344,1149266,103,8478,39386,197211,1402763,761472,375278,325184,470680,499932,69476,464336,713037,1003432,607784,329130,654368,114742,225861,345163,99966,1029243,207566,2127592,1025826,111019,187,1117769,466733,212755,1221350,142093,153103,603641,124764,875628,3044072,424171,24579,4215,685485,461847,165177,680252,63709
7/20/2021,562311,72899,0,910436,367007,3938345,567215,351302,110457,49,49827,2450344,1150835,103,8486,39486,197456,1403508,762127,375278,325184,471669,501494,69627,464491,713489,1004630,608405,329703,656484,114899,226307,346167,100025,1029901,207701,2128710,1026697,111067,188,1118513,467198,213339,1221836,142179,153168,603973,124764,876543,3049688,424730,24590,4249,686206,462577,165259,680743,63840
7/21/2021,563943,73374,0,911479,368466,3944470,567838,351530,110502,49,49858,2450344,1153064,103,8486,39649,197781,1404466,762837,376673,325216,472605,506882,69675,464735,714014,1004630,608678,330664,659414,115002,226442,347098,100072,1030600,207972,2129897,1028131,111093,188,1119298,468401,213730,1222311,142359,153269,604650,124960,877850,3057874,425603,24609,4286,686884,463537,165398,681168,63988
7/22/2021,565510,73374,0,912653,370326,3952702,568597,351825,110573,49,49930,2450344,1155208,103,8500,39892,198014,1406459,763688,376673,326674,473503,509716,69781,465038,714556,1004630,609016,331863,662692,115143,226606,348040,100106,1031346,208243,2131535,1029931,111127,188,1120120,469982,214263,1223026,143132,153355,605590,124960,879262,3064743,426418,24647,4301,687550,466099,165524,681562,64141
7/23/2021,567243,73753,0,914132,372313,3954961,569289,352037,110638,49,49973,2523510,1157705,103,8501,40125,198296,1407929,764448,376673,328185,474444,512843,69835,465326,715180,1006360,609387,333180,665483,115255,226839,349043,100152,1032255,208487,2133264,1031929,111170,188,1120922,471176,214869,1223476,143499,153447,606833,124960,880789,3070903,426418,24676,4336,688300,466099,165702,682077,64251
7/24/2021,569131,73818,0,915660,374328,3960669,569289,352037,110729,49,49973,2523510,1157705,103,8501,40383,198296,1407929,764448,376673,328185,474444,512843,69905,465643,715180,1006360,609387,333180,668721,115255,226839,349043,100152,1033116,208487,2135161,1031929,111215,188,1121609,471176,214869,1224028,143906,153447,606833,124960,880789,3076115,426418,24676,4375,688300,466235,165702,682077,64251
7/25/2021,570667,73818,0,917168,375350,3974508,569289,352037,110797,49,49973,2523510,1157705,103,8501,40659,198296,1407929,764448,376673,328185,474444,512843,69905,465949,715180,1006360,609387,333180,670252,115255,226839,349043,100152,1033712,208487,2136032,1031929,111227,188,1122104,471176,214869,1224390,144200,153447,606833,124960,880789,3077513,426418,24676,4375,688300,466235,165702,682077,64251
7/26/2021,572070,74383,0,918609,375971,3983723,571087,352626,110862,49,50160,2523510,1163818,103,8506,40822,198840,1411821,766351,376673,329683,476650,520435,69905,466205,716452,1006360,609810,336788,671390,115406,226839,351443,100286,1034233,209118,2138643,1037373,111265,190,1122647,474845,215853,1225327,144321,153697,610477,124960,884417,3083368,428687,24748,4403,690183,469308,166108,683041,64451
7/27/2021,574737,74383,0,920084,378023,3991688,571958,353114,110943,49,50228,2523510,1167405,103,8514,40984,199158,1413490,767409,376673,329683,477882,527253,70077,466514,717284,1008429,610839,338079,673931,115665,226839,352567,100398,1035027,209356,2140258,1038976,111331,190,1123964,475578,216875,1226157,144413,153802,611594,124960,886519,3095920,429300,24760,4450,691018,470333,166297,684119,64623
7/28/2021,577463,74911,0,921445,379726,3999694,572854,353505,111016,49,50268,2523510,1171233,103,8522,41069,199516,1415572,768624,378831,329889,479431,531952,70141,466930,717944,1008429,611458,339954,676766,115888,227848,353746,100465,1035975,209684,2142132,1041609,111411,190,1125420,477052,217690,1226720,144829,153954,613033,125225,888745,3105208,430143,24804,4497,692105,471489,166493,685018,64623
7/29/2021,577463,74911,0,923204,382569,4010391,573907,353844,111129,49,50329,2523510,1175845,103,8529,41303,199955,1417263,769875,378831,331942,481001,536366,70261,467435,718849,1008429,612001,341862,679845,116143,228086,355091,100554,1037052,210085,2144741,1044877,111486,190,1126625,478858,218689,1228104,145314,154153,614912,125225,891331,3119924,431256,24830,4514,693206,472362,166748,686013,64955
7/30/2021,577463,75486,0,925169,385113,4016289,575082,354335,111275,49,50398,2634234,1179449,103,8541,41925,200484,1419611,771299,378831,333850,482599,541679,70372,467961,719780,1011106,612701,343505,683802,116366,228450,356401,100657,1038171,210416,2147318,1048076,111570,190,1127808,480635,219755,1229002,145487,154339,617148,125225,893554,3133639,432467,24889,4606,694384,473076,167016,687198,65127
7/31/2021,585607,75486,0,927235,386452,4020662,575082,354335,111407,49,50398,2634234,1179449,103,8541,42410,200484,1419611,771299,378831,333850,482599,541679,70463,468548,719780,1011106,612701,343505,686547,116366,228450,356401,100657,1039353,210416,2150390,1048076,111644,190,1129277,480635,219755,1229002,146801,154339,617148,125225,893554,3138837,432467,24889,4629,694384,473076,167016,687198,65127
8/1/2021,587405,75486,0,929541,388436,4042727,575082,354335,111563,49,50398,2634234,1179449,103,8541,42862,200484,1419611,771299,378831,333850,482599,541679,70463,469095,719780,1011106,612701,343505,688472,116366,228450,356401,100657,1040281,210416,2152964,1048076,111674,190,1130134,480635,219755,1230742,147545,154339,617148,125225,893554,3142184,432467,24889,4629,694384,473076,167016,687198,65127
8/2/2021,589110,76237,0,931387,389280,4052450,577285,355580,111681,49,50718,2634234,1185594,103,8564,43227,201352,1425219,774097,378831,333926,486115,552787,70463,469542,721885,1011106,613325,348496,689673,116634,228450,358932,100986,1041159,211492,2155356,1056699,111699,196,1131029,486232,221799,1232238,147775,154790,623947,125225,900418,3151893,434711,25038,4663,697939,475881,167681,689285,65467
8/3/2021,592417,76532,0,933361,391623,4062483,578276,356164,111762,49,50800,2634234,1194768,103,8593,43616,202032,1427901,775686,378831,333926,487871,557540,70718,469910,722986,1014087,614990,350070,692340,117033,229443,360147,101155,1042472,211970,2158388,1058887,111837,198,1132798,487178,223364,1233461,148005,154985,626038,125225,903095,3172919,435439,25077,4691,699342,481357,167948,690856,65704
8/4/2021,595816,76874,0,935647,394461,4072634,579366,356701,111884,49,50858,2634234,1199628,103,8623,43962,202669,1430265,777417,382401,334125,490399,562319,70847,470605,724018,1014087,615923,352891,696700,117328,229824,361140,101277,1043702,212577,2161314,1062300,111933,198,1134965,489338,224547,1235196,149148,155287,628202,125599,906893,3185937,436489,25129,4777,701059,483389,168330,692189,65953
8/5/2021,599633,77253,0,937936,397238,4087733,580610,357345,112070,49,50975,2634234,1205434,103,8652,44617,203412,1433313,779317,382401,338312,492556,567787,70996,471334,725189,1014087,616784,356055,700748,117610,230236,362275,101505,1045168,213247,2164850,1066631,112050,198,1136934,491680,225919,1236887,149357,155527,631037,125599,910185,3201476,437585,25219,4854,702819,486303,168733,693933,66200
8/6/2021,603318,77586,0,940762,400275,4101602,581692,358076,112298,49,51103,2768985,1211439,103,8673,45245,204091,1436353,781326,382401,340491,495132,573903,71141,472224,726395,1018601,617788,358149,703914,117882,230630,363574,101662,1046514,213793,2168589,1071137,112169,198,1138600,493983,226899,1238552,150688,155825,634310,125599,914110,3224572,438479,25320,4907,704664,488640,169162,695245,66453
8/7/2021,607209,77586,0,943415,402908,4114282,581692,358076,112558,49,51103,2768985,1211439,103,8673,45860,204091,1436353,781326,382401,340491,495132,573903,71306,473116,726395,1018601,617788,358149,706578,117882,231069,363574,101662,1048053,213793,2173080,1071137,112285,206,1140917,493983,226899,1239996,151504,155825,634310,125599,914110,3235644,438479,25320,4960,704664,488640,169162,695245,66453
8/8/2021,607209,77586,0,946054,404277,4123871,581692,358076,112772,49,51103,2768985,1211439,103,8673,46503,204091,1436353,781326,382401,340491,495132,573903,71306,473969,726395,1018601,617788,358149,708412,117882,231069,363574,101662,1049222,213793,2176658,1071137,112336,206,1142330,493983,226899,1239996,152343,155825,634310,125599,914110,3238016,438479,25320,4960,704664,488640,169162,695245,66453
8/9/2021,612086,78441,0,948245,405272,4136833,584462,359363,112967,49,51589,2768985,1224480,103,8725,46940,205033,1444211,786272,382401,343203,500267,590446,71305,474555,729047,1021681,618906,365061,709631,118270,231069,366584,102117,1050083,215098,2178724,1086938,112393,206,1143599,500311,230103,1242724,152796,155825,643621,125599,923520,3250897,440497,25571,5033,709319,495338,170199,697781,67026
8/10/2021,615901,78701,0,950827,407892,4148036,585352,359638,113090,49,51589,2782060,1231425,103,8769,47376,205787,1447161,788468,385556,343203,502712,596534,71666,475184,730381,1021681,620591,368549,712083,118754,231916,367709,102205,1051712,215781,2180696,1089923,112560,210,1145925,501353,232436,1244753,153175,156539,645859,125599,927010,3272462,441131,25663,5066,711078,495357,170656,699551,67326
8/11/2021,619752,78701,0,952797,410832,4159157,586562,360552,113251,49,51853,2806813,1238383,103,8817,47848,206523,1451094,790926,387273,345910,505632,601941,71883,476070,731821,1025003,622216,371712,716187,119123,232399,368625,102353,1053398,216494,2187349,1094886,112744,210,1149318,503552,234393,1246528,154394,156824,648508,126458,931107,3293869,442245,25757,5093,713195,500434,171199,701110,67582
8/12/2021,623919,79485,0,955767,413150,4173430,588230,361294,113582,49,52005,2827469,1245399,103,8865,48397,207274,1454208,794077,387273,345910,508310,607228,72119,477117,733188,1025003,623527,376124,719820,119519,232399,369846,102659,1055252,217773,2192224,1100786,112894,211,1152590,506020,236698,1248787,155709,157188,651787,126611,936614,3306267,443488,25883,5169,715556,504132,171707,702736,67957
8/13/2021,627905,79823,0,958992,416173,4189065,589526,361836,113853,49,52201,2920749,1252615,103,8911,49564,208054,1457687,796733,387273,348850,512224,614776,72333,478067,734486,1028630,624851,381147,722668,119864,232399,371126,102901,1057096,218569,2196866,1107414,113063,211,1155322,508834,238463,1250885,156710,157589,656313,126749,941261,3323844,444385,26040,5242,717826,507294,171997,704857,68272
8/14/2021,627905,79823,0,962410,418290,4202138,589526,361836,114187,49,52201,2920749,1252615,103,8911,50355,208054,1457687,796733,389223,348850,512224,614776,72522,479083,734486,1028630,624851,381147,725923,119864,232399,371126,102901,1059660,218569,2201468,1107414,113225,214,1157782,508834,238463,1252727,157597,157589,656313,126749,941261,3334027,444385,26040,5295,717826,507294,171997,704857,68272
8/15/2021,634897,79823,0,965462,419807,4212760,589526,361836,114486,49,52201,2920749,1252615,103,8911,51200,208054,1457687,796733,389223,348850,512224,614776,72522,479952,734486,1028630,624851,381147,727584,119864,232399,371126,102901,1060934,218569,2205869,1107414,113330,214,1159759,508834,238463,1254613,158351,157589,656313,126749,941261,3339500,444385,26040,5295,717826,507294,171997,704857,68272
8/16/2021,637363,80885,0,967862,420663,4225981,592372,363417,114770,49,52777,2933429,1272014,103,9018,51739,209411,1466813,803403,389223,351356,518987,628146,72522,480718,737579,1032520,626310,388986,728930,120325,232399,373649,103462,1062238,220340,2209767,1122412,113404,214,1161573,515801,242843,1256689,158798,158283,667352,126927,954610,3356260,446808,26040,5326,723727,514884,173479,707327,68944
8/17/2021,641386,81337,0,970523,422866,4241262,593562,364298,114912,49,52843,2955098,1279653,103,9081,52199,210315,1470452,806094,390978,351366,522209,631837,72897,481569,739047,1032520,629354,392309,731097,120946,235075,374651,103733,1064059,221086,2213176,1125987,113673,219,1164808,516663,245758,1258774,159182,158614,669638,127322,958169,3384466,447771,26397,5326,725971,517214,174818,709290,69356
8/18/2021,645851,82002,0,972925,425551,4254962,595585,364891,115236,49,53024,2978433,1287667,103,9118,52846,211532,1474285,809545,392970,351490,525746,638443,73088,482581,740626,1035827,630512,396394,734184,121382,235686,376080,103989,1065736,221960,2217969,1131243,113925,220,1168111,519023,247866,1261160,159740,159019,673172,127698,963647,3402025,449259,26494,5413,728523,520733,175638,710975,69844
8/19/2021,649741,82687,0,976471,429100,4270258,597281,365425,115665,49,53162,2994019,1297503,103,9200,53598,212327,1477465,813046,392970,351509,530573,643993,73270,483641,742202,1035827,631858,401201,737531,121877,236346,377493,104263,1067758,222927,2223052,1138263,114179,221,1171557,521525,250835,1265068,161053,159355,676431,127993,969998,3419098,450539,26663,5432,731287,524670,176608,712751,70150
8/20/2021,653540,83156,0,979580,431507,4295565,598940,365856,116073,49,53342,3071489,1307084,103,9298,54443,212939,1482369,817149,392970,357004,534430,649915,73455,484847,743735,1040673,633556,406249,740269,122318,236755,378700,104571,1070698,223796,2227140,1144894,114481,221,1175340,524376,252977,1267612,162941,159710,681659,128297,977230,3442026,451655,26778,5594,734079,528453,177533,714600,70671
8/21/2021,659750,83156,0,982775,434027,4309502,598940,365856,116461,49,53342,3071489,1307084,103,9298,55206,212939,1482369,817149,395167,357056,534430,649915,73660,485978,743735,1040673,633556,406249,742751,122318,237492,378700,104571,1072856,223796,2233083,1144894,114690,224,1178792,524376,252977,1269919,163795,159710,681659,128297,977230,3459060,451655,26924,5605,734079,528453,177533,714600,70671
