FIPS,AREA_SQMI,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,EP_UNINSUR,num_beds,dem_pct,Agreeableness,Belief In Science,Collectivism,Conflict Awareness,Conscientiousness,Empathy,Employment Rate,Entrepreneurship,Extraversion,Gender Equality,Hopefulness,Income Per Capita,Neuroticism,Openness,Religiosity,Risk Taking,Selflessness,Tolerance,Work Ethic,first_yr_cases,E_TOTPOP,case_pct
22009,832.0344401,24.0,7.2,21390.0,24.2,16.3,23.7,19.5,12.7,34.8,0.5,1.3,20.2,3.7,8.5,8.7,0.8984,0.7583,0.8376,0.9401,3.4344,0.914,0.32,0.6826,0.802,0.9433,2.7479,0.9392,0.7434,0.3582,1.1016,0.5702,0.2416,0.7861,0.8551,0.8284,0.9118,3.623,0.9663,10.9069,0.9634,9.8,55.0,28.793661808928984,85.00289759,62.30008728,69.84458781,59.80187238,82.36634151,77.37829684,92.9,9.81595092,86.74618701,65.43443155,82.95026652,19595.0,80.44043485,78.20026631,72.85649226,74.62097503,76.76962731,71.84004064,69.61116178,3997,40882,9.776918937429675
22017,878.8290376,23.3,7.1,25902.0,13.4,16.0,24.1,15.1,12.3,54.8,0.5,8.7,9.1,1.7,10.6,2.0,0.8818,0.7481,0.5271,0.5715,2.7285,0.7328,0.2891,0.7405,0.4629,0.9277,2.4202,0.8083,0.9013,0.3582,1.2595,0.6619,0.8494,0.4276,0.4056,0.9261,0.4995,3.1082,0.8103,9.5164,0.8385,10.3,2195.0,52.52973921000458,86.27447659,64.44772103,65.04291047,63.4248135,85.09608089,77.85122324,93.4,9.889158296,86.53077981,66.27125431,83.1610975,25206.0,76.22437112,80.48687303,70.49903502,71.47779858,72.96731329,70.13708016,69.83759205,25146,248361,10.124778044862117
22021,529.43512,27.1,8.2,20574.0,23.6,18.0,23.2,13.8,8.5,20.8,1.7,0.2,35.3,4.2,9.3,5.1,0.9481,0.8468,0.8822,0.9316,3.6087,0.9522,0.4893,0.6176,0.3314,0.5597,1.998,0.4823,0.575,0.717,1.292,0.6855,0.0388,0.972,0.8873,0.8746,0.8131,3.5858,0.9589,10.4845,0.9331,15.9,40.0,15.644687106257875,86.43664666,65.47738118,70.83503305,63.8194091,80.11449869,81.25231663,92.4,11.66666667,90.05577694,67.91567178,80.33802417,19774.0,85.00089219,79.02672847,72.43111264,77.03743966,77.82571918,67.70930229,73.65115799,1093,9996,10.9343737494998
22045,574.0930568,21.6,10.2,23156.0,21.3,14.0,26.3,16.4,14.0,41.0,1.8,3.4,20.7,3.7,10.1,1.2,0.8395,0.9411,0.7229,0.8844,3.3879,0.9045,0.1503,0.8965,0.581,0.9675,2.5953,0.8857,0.8093,0.7326,1.5419,0.8268,0.5571,0.7978,0.8551,0.9096,0.2184,3.338,0.901,10.8631,0.9605,11.6,187.0,33.708311680371715,87.01892182,84.52380952,63.8888889,44.98029665,84.82753736,79.77136197,90.6,8.636977058,87.36884401,81.11111112,79.43461373,23737.0,79.04614031,77.74778462,78.91414141,62.0,80.55555555,72.08333333,65.52380953,6660,72691,9.162069582204124
22061,471.7417885,29.7,7.1,22498.0,11.6,13.0,20.1,13.8,12.5,46.7,0.8,3.9,19.1,2.0,10.6,6.8,0.9691,0.7481,0.7682,0.4629,2.9483,0.793,0.1035,0.2254,0.3314,0.9357,1.596,0.2127,0.8612,0.5113,1.3725,0.7338,0.6145,0.7587,0.518,0.9261,0.8688,3.6861,0.9755,9.6029,0.8478,11.0,159.0,39.21660181582361,86.69859205,64.63080826,68.79879013,60.5331999,83.30788053,79.3541981,93.5,12.5,85.76311291,69.67810081,83.47821638,21452.0,76.92407762,78.64031684,71.94200861,69.59343409,78.01309322,69.27891502,69.5485974,4325,47356,9.132950418109639
22067,794.9299989,28.5,5.4,19399.0,20.3,17.7,24.2,14.7,10.1,50.6,0.1,1.7,19.0,2.4,10.7,3.3,0.9605,0.4876,0.9229,0.8577,3.2287,0.8685,0.4616,0.7529,0.425,0.7771,2.4166,0.8042,0.8828,0.0707,0.9535,0.4862,0.32,0.7558,0.6313,0.9303,0.7014,3.3388,0.9023,9.9376,0.8847,12.0,22.0,42.733713495766374,85.23004652,65.10428765,68.56007399,60.31173183,83.0870097,77.65152603,90.2,8.488612836,88.24959573,65.85598226,83.53105681,18222.0,77.06943631,80.7508721,72.28209179,71.72292251,76.70646829,70.07734807,70.92298272,2749,25992,10.576331178824255
22083,555.7278828,28.9,4.7,20128.0,20.5,16.6,24.0,14.4,13.5,39.5,0.2,1.1,20.1,2.9,7.0,4.8,0.9631,0.3634,0.9019,0.8637,3.0921,0.8299,0.3451,0.7262,0.3983,0.9589,2.4285,0.8118,0.7972,0.1477,0.9449,0.483,0.1958,0.7845,0.7434,0.6829,0.801,3.2076,0.8513,9.6731,0.8554,15.5,56.0,32.44466800804829,88.95537798,64.17707953,69.74778619,60.4607991,84.62009334,82.30462271,92.6,10.56910569,89.01476893,66.44149492,84.97666259,19347.0,74.52603634,78.62554687,74.58951156,75.4641261,78.44749378,67.9822717,70.24628668,2391,20474,11.678226042785973
22087,377.5119313,19.7,10.3,21217.0,17.6,10.7,27.0,14.7,14.1,37.1,1.8,1.0,6.0,2.4,6.7,0.7,0.7777,0.9436,0.8471,0.7622,3.3306,0.8908,0.0293,0.923,0.425,0.9694,2.3467,0.7625,0.7727,0.7326,1.5053,0.8071,0.1754,0.2846,0.6313,0.6425,0.0729,1.8067,0.1888,8.9893,0.7713,11.4,240.0,34.84985835694051,85.71305165,66.66666667,69.71857185,64.56642917,81.69794188,78.37732946,93.9,9.89010989,84.36593246,53.33333333,85.17418067,19990.0,81.96356163,80.23429323,44.6969697,77.14958418,74.62292716,73.01825284,68.11775285,3933,45694,8.607256970280561
24029,277.0345325,12.3,4.4,34910.0,12.0,25.7,16.0,14.1,7.8,22.2,1.5,5.9,3.0,0.3,12.0,8.4,0.3309,0.3121,0.0914,0.4925,1.2269,0.2726,0.9351,0.0283,0.3629,0.433,1.7593,0.3028,0.5934,0.6905,1.2839,0.6807,0.7507,0.1203,0.0229,0.9557,0.9077,2.7573,0.6396,7.0274,0.4277,5.4,26.0,49.370020381693536,83.91560588,67.13705185,66.92533461,61.57844762,79.11632755,80.28111505,95.3,11.09215017,89.41428492,67.81014823,87.81301495,30080.0,78.22629693,77.51009507,69.67051999,78.46048721,78.38455379,70.30013482,65.58656013,1220,19593,6.2267136222120145
24031,493.0753332,6.9,4.9,52828.0,8.7,14.6,23.4,8.0,7.6,55.5,6.4,27.1,0.1,3.2,7.6,0.9,0.0462,0.3981,0.0061,0.2413,0.6917,0.1083,0.185,0.6406,0.0159,0.3961,1.2376,0.0764,0.9054,0.9427,1.8481,0.9554,0.9908,0.0022,0.7953,0.7498,0.1165,2.6546,0.5804,6.432,0.3255,7.4,1623.0,78.60880611080614,84.92445205,73.38935574,76.11111111,58.57142857,82.19272104,77.5,96.7,12.96570941,86.7313809,74.00980313,97.64350453,49906.0,76.62722948,81.7370196,75.60030578,86.66666666,61.85185185,82.25,66.72027973,66704,1040133,6.413026026479305
24033,482.6513233,8.9,6.7,35869.0,13.5,12.3,22.5,9.4,11.3,87.0,6.2,22.7,0.4,3.9,8.7,2.1,0.1261,0.6968,0.0777,0.5772,1.4778,0.3408,0.0732,0.5151,0.0423,0.8809,1.5115,0.1729,0.9908,0.9405,1.9313,0.9819,0.9838,0.0137,0.8711,0.8392,0.5244,3.2322,0.8641,8.1528,0.6261,10.8,836.0,89.25586376528463,87.15000809,67.0940171,67.5,53.57142857,84.68285571,78.0,95.6,11.44477278,86.67546074,79.73093573,91.6918429,33220.0,74.71475358,80.68466876,74.72819184,61.42857143,86.77689594,64.66269841,62.82564103,78011,906202,8.608566301994477
25009,492.4741292,10.7,5.4,40697.0,10.7,16.3,21.7,11.9,9.4,29.0,6.3,14.5,0.7,2.4,10.8,2.3,0.2312,0.4876,0.0354,0.3996,1.1538,0.2513,0.32,0.3999,0.1767,0.6972,1.5938,0.2114,0.6835,0.9417,1.6252,0.8663,0.9443,0.0239,0.6313,0.9328,0.5619,3.0942,0.8045,7.467,0.508,3.1,1291.0,62.92949347501996,85.05165962,63.63636364,65.28846154,57.38095238,82.82047715,71.66666667,96.2,10.49061175,87.00035741,69.61408591,88.10422961,37210.0,77.80088756,79.28798161,57.67031509,75.55555556,81.06125356,80.21990741,55.31538462,89306,781024,11.434475765149342
26053,1102.135103,18.1,5.6,24325.0,6.7,24.6,15.5,15.2,7.2,10.4,0.2,4.4,3.7,0.6,10.2,9.6,0.7083,0.5172,0.635,0.1051,1.9656,0.4987,0.9089,0.021,0.4715,0.3247,1.7261,0.2811,0.3553,0.1477,0.503,0.2334,0.6571,0.1601,0.0567,0.914,0.9277,2.7156,0.6186,6.9103,0.4038,8.4,25.0,43.1889668521655,87.3729756,64.18279967,70.77594805,64.68135655,82.09328716,82.01391658,93.5,6.696428571,85.82998667,70.18172789,84.10685454,21464.0,76.48076292,83.35558648,75.21465516,71.76930711,80.67937539,69.43314849,71.62703184,1331,15414,8.635007136369534
26073,572.6983858,26.5,7.6,23164.0,8.4,11.7,17.4,13.4,9.1,14.6,0.7,14.0,10.1,1.7,6.6,9.4,0.9401,0.7971,0.7223,0.2232,2.6827,0.7188,0.0538,0.0646,0.2923,0.653,1.0637,0.0525,0.4626,0.4642,0.9268,0.4712,0.9363,0.467,0.4056,0.6323,0.9233,3.3645,0.9086,8.0377,0.6016,8.8,118.0,47.829781448625134,86.6630131,63.49494301,67.61334144,62.997241,82.39889671,80.23149374,95.5,7.951598963,88.36122137,68.79014929,76.89645241,21387.0,79.09438164,77.8765364,72.17380435,69.77409092,75.85376225,70.40443756,73.31792849,4436,70775,6.267749911691982
26097,1021.8642528,15.9,9.8,28941.0,9.8,26.6,16.2,17.8,7.1,26.6,0.6,5.9,5.8,1.8,15.0,2.7,0.5739,0.9309,0.3089,0.3308,2.1445,0.5554,0.9497,0.0309,0.6896,0.3123,1.9825,0.4706,0.6507,0.4187,1.0694,0.5508,0.7507,0.2722,0.4457,0.9828,0.625,3.0764,0.7953,8.2728,0.6452,10.6,15.0,37.51960085531005,81.83341164,72.82723413,69.26312672,64.90779807,81.20776643,81.9409893,90.6,11.20218579,85.76463986,69.93104399,81.7458543,25604.0,77.87210837,79.49797135,71.31999868,69.58676578,76.20484646,69.14762994,67.16045584,488,10817,4.5114172136451876
27123,152.2195533,14.7,4.9,34049.0,9.9,13.7,23.4,11.6,9.6,37.6,5.2,27.4,1.4,4.2,10.5,2.8,0.4936,0.3981,0.1111,0.3384,1.3412,0.3038,0.1366,0.6406,0.1585,0.7198,1.6555,0.2432,0.7768,0.922,1.6988,0.9013,0.9911,0.0544,0.8873,0.9239,0.6428,3.4995,0.944,8.195,0.6334,5.5,1907.0,71.49879889315724,85.67440516,70.33333333,70.49107143,45.71428571,82.84946368,88.75,96.4,10.96541551,87.1110183,75.6831333,86.10271903,31256.0,76.57424311,80.28461208,68.96084909,70.66666667,84.51388889,74.90277778,68.34848485,45179,541493,8.343413488263005
28017,501.7817353,21.2,5.8,19556.0,27.7,16.2,24.9,16.5,13.1,50.1,0.8,0.6,25.2,2.0,9.2,2.2,0.828,0.5481,0.9185,0.9733,3.2679,0.8768,0.3098,0.8188,0.5899,0.9522,2.6707,0.914,0.88,0.5113,1.3913,0.7491,0.1035,0.8816,0.518,0.8685,0.5409,2.9125,0.7163,10.2424,0.9143,14.0,84.0,46.80014740203906,87.32609327,61.49491454,66.56455926,63.68898916,84.30406441,79.2434777,93.4,10.18276762,86.47010058,66.3745995,61.32201044,18514.0,76.62442033,77.77069483,73.25060705,73.5644843,72.26281956,65.97429486,68.3447522,2033,17279,11.76572718328607
28025,410.0658098,23.3,11.3,21076.0,18.4,17.4,23.3,11.1,14.0,61.0,0.1,0.9,17.9,0.6,7.7,1.3,0.8818,0.9618,0.8541,0.7883,3.486,0.9277,0.432,0.6291,0.1242,0.9675,2.1528,0.6183,0.9338,0.0707,1.0045,0.5142,0.1512,0.7287,0.0567,0.7584,0.2582,1.9532,0.2375,8.5965,0.7054,11.2,60.0,57.355972126803415,89.1659109,60.39403584,62.30781179,46.90404667,86.81915687,80.44372657,91.9,8.244680851,84.10823206,69.82159099,84.16310664,19097.0,73.83821156,79.40101654,79.80092917,72.59811612,75.29448266,70.25386559,71.99540689,1817,19808,9.173061389337642
28035,466.0416716,25.0,10.1,22042.0,13.0,13.0,23.2,21.2,13.0,43.0,0.5,10.6,10.3,2.5,7.6,5.2,0.9191,0.9389,0.7978,0.5495,3.2053,0.8627,0.1035,0.6176,0.872,0.9497,2.5428,0.8647,0.8284,0.3582,1.1866,0.6176,0.8876,0.4741,0.6622,0.7498,0.8173,3.591,0.9599,10.5257,0.9366,14.2,512.0,43.45422379478107,87.41276362,63.15351855,69.20810876,64.43688299,84.59212647,80.23923743,94.3,10.78582435,86.6860144,68.24196845,87.27215714,20194.0,77.86847774,80.40184422,72.23453268,74.39138411,76.00615102,69.67240679,67.22877195,7479,75517,9.903730285895891
28047,573.6416175,20.1,9.6,24445.0,12.9,14.0,24.2,15.7,12.5,35.8,1.5,12.6,8.0,2.9,6.4,2.4,0.792,0.9252,0.6274,0.5438,2.8884,0.7764,0.1503,0.7529,0.5221,0.9357,2.361,0.7714,0.7558,0.6905,1.4463,0.7781,0.9233,0.3824,0.7434,0.6043,0.5769,3.2303,0.8637,9.926,0.8838,15.8,1489.0,36.59592440080245,86.7149039,68.12554635,68.82510463,64.59876318,83.86085373,79.42839335,94.5,11.735455,87.4279686,68.08771441,85.95532114,22517.0,77.93857946,79.79371583,72.01774924,76.89861227,79.00939553,70.26479742,70.92729286,17356,202626,8.565534531600091
28049,869.7708464,22.2,9.5,23114.0,13.0,13.1,24.7,12.2,14.7,75.1,0.7,7.7,4.1,2.9,7.8,3.8,0.8567,0.9217,0.7252,0.5495,3.0531,0.8182,0.1079,0.8017,0.198,0.9764,2.084,0.5603,0.9768,0.4642,1.441,0.7746,0.8195,0.1808,0.7434,0.7685,0.7431,3.2553,0.872,9.8334,0.8742,12.4,2435.0,73.55367768388419,88.34230979,63.42626342,68.13158944,65.38335295,85.62489509,82.81733905,94.6,10.22040816,88.19327265,66.55106261,83.38150793,21672.0,75.14338574,79.80211201,75.34112761,78.19004134,74.43267402,64.88416166,67.26691629,19684,241774,8.14148750485991
28061,676.238902,23.2,6.0,21929.0,16.9,19.2,22.9,18.3,12.4,55.2,0.0,0.2,31.9,2.4,6.1,0.4,0.8806,0.5854,0.8054,0.7383,3.0097,0.8073,0.6113,0.5715,0.7281,0.9319,2.8428,0.9596,0.9048,0.0,0.9048,0.4534,0.0388,0.9526,0.6313,0.5626,0.0341,2.2194,0.3451,8.9767,0.7691,13.0,16.0,49.690934065934066,84.69875635,64.08465206,69.49603302,62.36487618,81.64452501,76.01043502,92.3,9.205020921,89.02533338,67.7446548,82.06558327,19363.0,79.14546691,78.40848824,69.16700135,74.76701764,72.45233268,65.97727898,68.98282132,2192,16529,13.261540323068546
28101,577.8544421,26.1,6.9,21600.0,15.3,15.9,25.4,19.9,13.3,38.9,0.4,1.2,23.1,4.6,5.6,3.4,0.9354,0.7232,0.8255,0.6714,3.1555,0.8497,0.2811,0.8529,0.8208,0.9554,2.9102,0.971,0.7915,0.297,1.0885,0.5613,0.2216,0.8475,0.9093,0.4846,0.7103,3.1733,0.8383,10.3275,0.9213,11.4,55.0,30.197387803201416,86.42914212,65.34273727,66.06383531,59.95911475,82.67626758,80.07322824,94.0,11.41141141,90.51341586,67.27953378,84.42776963,20896.0,73.59261194,76.84784731,74.70766316,71.64791167,79.53995198,71.12346868,68.24179127,2425,21524,11.266493216874187
28105,458.2380637,30.0,9.9,22136.0,9.5,10.7,17.5,11.7,8.2,43.3,0.5,10.3,9.0,1.9,6.1,10.7,0.9704,0.9347,0.7914,0.3069,3.0034,0.8038,0.0293,0.0675,0.164,0.5053,0.7661,0.0229,0.8322,0.3582,1.1904,0.6192,0.8828,0.425,0.4817,0.5626,0.9395,3.2916,0.886,8.2515,0.642,10.7,96.0,52.12835956876044,88.77087498,59.39661258,66.71662056,64.35112833,86.79302884,82.1190756,94.5,11.11111111,88.89853213,67.16573271,82.68342609,20128.0,72.85024284,78.93777675,76.25641638,76.03337028,78.04262031,66.93757062,70.62997889,4520,49481,9.134819425638124
28127,589.1649434,24.9,8.2,20495.0,22.0,16.6,24.4,18.2,9.7,38.5,0.1,0.5,27.9,4.1,7.4,2.4,0.9169,0.8468,0.8847,0.9032,3.5516,0.9411,0.3451,0.774,0.7205,0.7316,2.5712,0.8758,0.788,0.0707,0.8587,0.4276,0.0844,0.9137,0.8828,0.7338,0.5769,3.1916,0.8437,10.1731,0.9073,13.4,99.0,34.16842996191282,85.91645996,60.3640268,67.57007079,62.91496555,84.48089032,77.76442255,94.6,10.51282051,90.08930637,66.33254797,62.17086979,18495.0,79.39085794,77.5480064,73.26079133,75.5362037,78.05091096,67.57720577,69.45768672,2855,27073,10.545561999039634
28141,424.3024859,17.8,9.6,20037.0,20.9,20.0,22.0,22.3,5.8,6.8,0.1,2.3,17.5,2.2,5.8,1.3,0.6959,0.9252,0.9057,0.8752,3.402,0.9073,0.6851,0.4502,0.9089,0.1487,2.1929,0.6495,0.2264,0.0707,0.2971,0.1184,0.4171,0.7186,0.5801,0.5142,0.2582,2.4882,0.4826,8.3802,0.6659,14.0,48.0,11.588969139855548,82.91656195,64.52379861,72.69988163,65.16240133,80.56497314,80.64455136,94.5,8.48806366,87.56992806,68.05350398,81.40482648,18790.0,81.64607165,77.69997226,71.79095366,73.59317633,76.74051977,72.34690103,67.2499445,2209,19478,11.341000102679946
28153,810.7159652,22.0,9.3,22611.0,21.3,16.4,24.8,22.1,10.9,42.5,0.3,2.1,31.7,2.8,6.1,0.9,0.8503,0.9121,0.758,0.8844,3.4048,0.9083,0.3298,0.8106,0.9035,0.8548,2.8987,0.9694,0.8239,0.227,1.0509,0.5403,0.39,0.9497,0.7249,0.5626,0.1165,2.7437,0.6336,10.0981,0.8997,10.2,80.0,36.0381861575179,86.37624286,66.01164441,69.4907826,61.67333257,81.7655764,80.49066991,92.7,8.611111111,88.30915826,68.87064842,63.36820318,20460.0,79.08785746,76.93483092,72.92764523,69.991272,80.99385838,69.61406676,68.28929873,2607,20422,12.765644892762706
29055,742.4764333,19.5,10.1,21107.0,22.9,18.7,23.1,22.4,8.4,4.7,0.4,1.7,15.9,2.7,4.0,1.9,0.7685,0.9389,0.8525,0.921,3.4809,0.9245,0.5635,0.6049,0.9121,0.5412,2.6217,0.8972,0.1047,0.297,0.4017,0.1741,0.32,0.6746,0.7065,0.2114,0.4728,2.3853,0.4276,8.8896,0.7554,17.2,35.0,19.256356511437165,86.47099617,67.62040741,67.28375898,48.32293848,83.52835252,59.39878946,94.7,10.70615034,86.99147384,70.15675768,81.12798327,20373.0,79.09560341,76.81498189,69.01054431,66.33415909,72.58213726,66.84620095,74.41135915,2494,24280,10.27182866556837
29181,629.5388234,26.9,6.8,17502.0,20.0,19.8,22.9,31.3,7.9,5.0,0.2,0.5,23.8,1.9,7.7,0.4,0.9465,0.7092,0.9694,0.8475,3.4726,0.9226,0.6679,0.5715,0.9971,0.4518,2.6883,0.921,0.1254,0.1477,0.2731,0.107,0.0844,0.8596,0.4817,0.7584,0.0341,2.2182,0.3432,8.6522,0.715,14.3,21.0,14.570578974986882,84.64933321,65.02199795,68.6346749,30.96274143,83.89839419,80.67281981,93.0,11.1627907,86.25693023,65.44943425,78.4915462,17986.0,81.51321334,79.48421895,73.7377932,69.6433299,78.9514585,70.2648756,63.12734455,1052,13693,7.682757613379099
30051,1429.982497,14.3,0.5,45587.0,25.0,24.9,21.7,17.2,5.4,2.7,1.5,8.0,14.1,1.0,11.7,1.0,0.4653,0.0073,0.0143,0.951,1.4379,0.3341,0.9166,0.3999,0.6488,0.1162,2.0815,0.5587,0.0175,0.6905,0.708,0.3381,0.8313,0.6227,0.155,0.95,0.1525,2.7115,0.6154,6.9389,0.4099,9.8,25.0,22.991689750692522,81.99932113,70.88277014,66.20889259,57.3522021,79.78841535,81.34820709,96.9,10.60606061,79.47528544,67.86332561,83.51353362,32427.0,75.19993614,67.81619699,67.3604182,81.076158,76.68536158,73.52025733,70.08252671,117,2280,5.131578947368421
31079,546.3907936,13.0,4.5,27421.0,15.3,14.4,27.3,12.4,13.5,32.8,6.2,8.0,5.0,3.9,4.9,1.6,0.3771,0.3299,0.4127,0.6714,1.7911,0.4455,0.1745,0.9338,0.212,0.9589,2.2792,0.7163,0.7221,0.9405,1.6626,0.8838,0.8313,0.2308,0.8711,0.3572,0.3792,2.6696,0.5909,8.4025,0.6701,13.1,159.0,31.513087716419136,86.13755543,65.32376264,64.54610985,64.71645179,84.46100628,76.94432949,96.2,8.508088676,86.52744416,69.29541703,83.39897984,24617.0,75.79081829,77.08958606,66.89875875,68.94954076,76.34090663,70.36666312,71.39306931,7540,61343,12.291541007123877
32003,7891.6474487,14.1,7.2,29256.0,14.3,14.1,23.6,12.2,10.5,56.5,7.1,16.2,2.9,4.2,8.4,1.1,0.4513,0.7583,0.292,0.6189,2.1205,0.5459,0.1541,0.6711,0.198,0.8185,1.8417,0.3639,0.9115,0.9538,1.8653,0.9608,0.9564,0.1152,0.8873,0.8201,0.185,2.964,0.7443,8.7915,0.7404,12.5,5533.0,53.66375675197571,84.33065795,75.9469697,61.29032258,62.10082267,82.80447533,79.36906128,94.2,17.7301049,86.68998712,76.91043084,83.13552007,26661.0,76.99011855,81.07142917,65.08924866,53.33333333,69.3548387,66.37096774,77.91142191,234549,2141574,10.952178164284772
32021,3752.840086,23.6,14.8,22897.0,12.9,24.7,17.3,18.7,11.5,41.3,0.1,2.1,15.0,5.0,9.1,1.7,0.8882,0.9841,0.7417,0.5438,3.1578,0.8503,0.9128,0.0605,0.7574,0.8918,2.6225,0.8981,0.8128,0.0707,0.8835,0.4419,0.39,0.6504,0.9236,0.8631,0.4126,3.2397,0.8663,9.9035,0.8815,13.1,35.0,35.41039965620971,80.60821926,68.54689541,63.52968367,60.69385425,83.03681251,79.72778475,93.4,17.94871795,89.69711589,65.85761139,83.97958653,24146.0,72.80582133,79.11363522,73.59512353,74.5572902,80.20727858,74.7775222,71.31822657,305,4448,6.857014388489209
34007,221.3504237,12.6,7.1,34280.0,11.6,15.0,23.0,13.4,11.0,42.8,4.5,14.7,0.8,2.0,11.4,1.4,0.3497,0.7481,0.1054,0.4629,1.6661,0.4061,0.2114,0.5915,0.2923,0.8628,1.958,0.453,0.8268,0.9064,1.7332,0.9166,0.9468,0.0271,0.518,0.9443,0.3018,2.738,0.6301,8.0953,0.6118,7.5,1870.0,66.15813102760227,85.2068869,70.13888888,73.98809524,80.47619048,83.09931765,88.33333334,94.5,11.23046875,86.82534579,66.32897262,82.96895315,31736.0,78.46474661,79.38562626,62.43979266,76.0,73.83333333,80.41666667,79.94047619,48722,507367,9.602910713546605
34021,224.4339173,11.4,6.8,42155.0,12.0,14.5,21.5,10.4,8.6,49.6,6.7,16.2,0.3,2.1,11.1,4.6,0.2704,0.7092,0.0283,0.4925,1.5004,0.35,0.1786,0.3747,0.0847,0.5775,1.2155,0.0723,0.8777,0.9456,1.8233,0.9459,0.9564,0.0099,0.5498,0.936,0.7905,3.2426,0.8672,7.7818,0.558,8.2,944.0,69.38234694570905,85.16735772,70.05057339,50.0,60.00348828,82.96311147,67.5,95.7,12.03724994,87.00804981,53.33333333,85.58181194,38652.0,77.85004632,79.61101012,68.93939394,74.51902973,89.9537037,60.625,68.57436214,30849,368762,8.365558273357884
34023,309.2179767,8.5,5.6,38140.0,10.2,14.3,21.9,9.1,7.3,56.2,6.9,17.1,0.7,4.2,7.6,3.7,0.1048,0.5172,0.0554,0.3626,1.04,0.2134,0.1687,0.4323,0.036,0.3435,0.9805,0.0401,0.9093,0.95,1.8593,0.9592,0.9634,0.0239,0.8873,0.7498,0.7335,3.3579,0.907,7.2377,0.4659,7.6,3005.0,60.43615537901817,84.67842949,69.17211329,76.04779412,35.71428571,82.49386786,78.88888889,95.6,12.47961735,86.83111078,75.05141607,82.90893397,35209.0,78.39084897,79.18272069,54.89488725,50.0,66.60130719,88.16176471,74.88811189,83332,826698,10.080101802592967
35007,3757.9732982,23.8,9.3,22293.0,10.8,25.5,18.7,22.5,9.9,53.2,1.2,5.5,18.9,3.0,6.4,4.5,0.8933,0.9121,0.7841,0.4088,2.9983,0.8025,0.9312,0.1188,0.9156,0.7584,2.724,0.9312,0.8953,0.631,1.5263,0.8195,0.7307,0.7536,0.7622,0.6043,0.7841,3.6349,0.9678,10.8835,0.9627,8.1,25.0,43.400930851063826,81.88528991,67.57496535,68.18852865,65.13887343,82.62199733,78.28776631,93.9,14.05529954,87.20887934,67.2970413,85.46829068,20911.0,73.71158346,80.51812619,67.30734924,73.78616681,76.49118982,71.24204013,68.86149817,722,12353,5.844734072694892
35009,1405.4491493,20.6,6.8,23729.0,17.0,12.0,26.7,15.8,12.6,51.8,5.3,3.0,9.9,3.3,4.8,2.1,0.808,0.7092,0.6834,0.7424,2.943,0.7914,0.064,0.9121,0.5365,0.9405,2.4531,0.8246,0.8867,0.9239,1.8106,0.9414,0.5081,0.46,0.809,0.3381,0.5244,2.6396,0.5692,9.8463,0.8774,12.3,106.0,28.521289980795974,82.97611811,63.9854784,71.0550718,59.20727342,83.23343852,77.9757296,94.9,8.592132505,86.12431493,68.5617967,60.01814116,21502.0,75.67504433,78.9047053,69.46561991,66.52485944,76.48544965,66.65896692,65.65623708,5037,50199,10.034064423594096
35013,3808.1738698,27.7,8.3,21300.0,20.6,14.9,25.1,13.7,11.3,72.5,8.7,6.2,21.4,4.1,6.4,2.6,0.9529,0.8541,0.8433,0.866,3.5163,0.9341,0.205,0.8329,0.32,0.8809,2.2388,0.6874,0.9717,0.9678,1.9395,0.9854,0.7631,0.8134,0.8828,0.6043,0.6059,3.6695,0.9723,11.3641,0.9841,11.3,367.0,58.030517539719995,83.76862494,76.73611112,61.84210528,57.47804814,82.53262228,80.2631579,92.8,13.94045534,85.19964562,56.82993197,86.02743495,20143.0,79.20886717,80.75181823,64.48203843,72.72727272,81.60242779,79.43128655,65.95238095,23848,215338,11.07468259201813
36085,57.5186516,12.8,4.9,34987.0,11.5,15.5,22.0,10.0,7.8,38.3,4.8,11.4,0.3,4.3,16.6,1.4,0.3643,0.3981,0.0898,0.4562,1.3084,0.2955,0.2502,0.4502,0.0646,0.433,1.198,0.0697,0.7854,0.9124,1.6978,0.9004,0.9058,0.0099,0.8911,0.9882,0.3018,3.0968,0.8067,7.301,0.4764,4.9,1162.0,41.76109114773358,83.40096765,77.77777778,67.34375,41.36904762,81.36048083,64.0,94.8,13.43605547,85.50979646,65.84713501,97.96072508,32678.0,80.80389268,80.73530653,67.72306397,55.0,55.55555555,66.25,69.33333334,65796,474101,13.8780555198154
