FIPS,EP_POV,EP_UNEMP,EP_PCI,EP_NOHSDP,EP_AGE65,EP_AGE17,EP_DISABL,EP_SNGPNT,EP_MINRTY,EP_LIMENG,EP_MUNIT,EP_MOBILE,EP_CROWD,EP_NOVEH,EP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,EP_UNINSUR,E_TOTPOP,AREA_SQMI
5099,27.7,5.6,18618.0,13.2,19.9,22.7,22.2,12.0,36.9,0.0,1.1,26.6,5.5,6.1,2.2,0.9529,0.5172,0.9446,0.561,2.9757,0.799,0.6788,0.545,0.9064,0.9172,3.0474,0.9873,0.7698,0.0,0.7698,0.377,0.1958,0.8994,0.9382,0.5626,0.5409,3.1369,0.8227,9.9298,0.8841,8.7,8440,617.8377123
6039,20.8,8.3,21394.0,28.1,13.4,27.6,13.2,11.3,65.5,13.2,2.9,6.2,9.0,6.0,5.3,0.8153,0.8541,0.8369,0.9755,3.4818,0.9258,0.1238,0.9427,0.2725,0.8809,2.2199,0.6727,0.9513,0.9879,1.9392,0.9847,0.4947,0.2939,0.9834,0.5441,0.8227,3.1388,0.8239,10.7797,0.9541,9.4,155013,2136.9268752
6071,17.3,8.8,23956.0,20.5,10.9,26.8,10.9,12.2,70.8,8.1,9.0,5.6,9.0,5.1,2.7,0.6707,0.885,0.6637,0.8637,3.0831,0.8277,0.0331,0.915,0.1117,0.9268,1.9866,0.4728,0.9685,0.9631,1.9316,0.9825,0.8577,0.2611,0.9834,0.389,0.625,3.1162,0.8141,10.1175,0.901,9.4,2135413,20059.889101
6075,10.9,4.7,64157.0,11.5,15.1,13.4,10.3,3.8,59.4,11.6,36.8,0.2,6.4,30.6,2.4,0.2427,0.3634,0.0013,0.4562,1.0636,0.2239,0.2209,0.0076,0.0796,0.0328,0.3409,0.0035,0.9258,0.9838,1.9096,0.9742,0.9968,0.0067,0.9557,0.9952,0.5769,3.5313,0.9497,6.8454,0.3911,4.4,870044,46.8633932
6077,15.9,8.7,26145.0,21.1,12.2,27.5,12.4,11.7,67.5,9.1,8.4,3.4,7.3,6.4,2.2,0.5739,0.8803,0.5089,0.88,2.8431,0.7618,0.071,0.9398,0.212,0.9019,2.1247,0.5957,0.9592,0.9698,1.929,0.9812,0.843,0.1442,0.9694,0.6043,0.5409,3.1018,0.8083,9.9986,0.8892,7.5,732212,1392.3854182
6099,16.1,10.5,25101.0,21.7,12.6,27.2,13.2,11.6,57.4,9.7,6.7,4.3,6.7,6.4,1.0,0.5889,0.9487,0.5825,0.8949,3.015,0.8089,0.0869,0.9296,0.2725,0.8975,2.1865,0.6428,0.9156,0.9729,1.8885,0.9701,0.7851,0.1917,0.9602,0.6043,0.1525,2.6938,0.6043,9.7838,0.8675,6.5,539301,1496.0150657
12013,12.2,6.9,18921.0,21.9,18.4,21.4,22.0,7.5,23.0,0.8,0.1,38.4,2.7,6.8,14.0,0.3245,0.7232,0.9354,0.9013,2.8844,0.7758,0.5352,0.3629,0.9013,0.3792,2.1786,0.6367,0.6068,0.5113,1.1181,0.5813,0.0271,0.985,0.7065,0.6565,0.9659,3.341,0.9026,9.5221,0.8401,18.3,14444,567.3344892
12077,13.0,11.3,17197.0,18.6,15.6,16.7,24.5,10.1,23.9,1.8,0.5,46.8,1.8,5.5,17.4,0.3771,0.9618,0.9742,0.7966,3.1097,0.835,0.2572,0.0446,0.9605,0.7771,2.0394,0.5183,0.6208,0.7326,1.3534,0.7202,0.0844,0.9959,0.4457,0.4677,0.978,2.9717,0.7507,9.4742,0.8334,18.5,8365,835.562988
12079,28.2,5.7,19223.0,19.3,19.7,19.0,19.1,8.9,45.6,0.8,1.6,41.2,3.9,11.8,11.3,0.958,0.5344,0.9271,0.8255,3.245,0.872,0.6578,0.1344,0.781,0.6234,2.1966,0.6527,0.8529,0.5113,1.3642,0.7291,0.298,0.9917,0.8711,0.9522,0.9459,4.0589,0.9971,10.8647,0.9608,13.1,18474,696.5285814
12086,18.0,6.3,26838.0,18.5,15.6,20.4,10.1,10.8,86.6,21.7,38.5,1.3,6.3,10.4,1.7,0.7045,0.6376,0.4576,0.7924,2.5921,0.6936,0.2572,0.255,0.0697,0.8462,1.4281,0.1388,0.9904,0.9984,1.9888,0.9968,0.9978,0.0484,0.9545,0.9198,0.4126,3.3331,0.8988,9.3421,0.8175,18.1,2715516,1898.7517348
12093,22.7,7.1,19943.0,25.0,19.2,21.8,15.2,10.0,36.4,6.0,1.3,37.4,4.7,4.1,7.6,0.8691,0.7481,0.908,0.951,3.4762,0.9232,0.6113,0.418,0.4715,0.7679,2.2687,0.7103,0.7619,0.9366,1.6985,0.901,0.2416,0.9815,0.9124,0.2248,0.8902,3.2505,0.8704,10.6939,0.9465,18.1,40572,768.8558285
12123,19.8,6.2,16919.0,22.6,19.1,19.2,22.7,6.6,28.0,0.7,1.6,32.1,3.5,6.9,17.7,0.7815,0.6207,0.9761,0.915,3.2933,0.8812,0.5995,0.1506,0.923,0.2385,1.9116,0.4161,0.6699,0.4642,1.1341,0.5909,0.298,0.9535,0.8348,0.6702,0.9796,3.7361,0.9815,10.0751,0.8984,10.9,22098,1043.3173499
12125,22.0,8.7,15475.0,23.1,14.5,18.9,15.4,12.0,30.3,0.3,1.1,46.5,2.4,5.2,36.2,0.8503,0.8803,0.9873,0.9258,3.6437,0.9596,0.1786,0.1289,0.4906,0.9172,1.7153,0.2744,0.6966,0.227,0.9236,0.4683,0.1958,0.9955,0.6313,0.4082,0.999,3.2298,0.8634,9.5124,0.8382,12.4,15239,243.5558042
13019,26.3,8.6,18611.0,21.9,17.2,24.2,19.8,8.1,17.8,0.7,0.6,34.2,1.6,10.0,1.0,0.9376,0.8729,0.9449,0.9013,3.6567,0.9621,0.4091,0.7529,0.8169,0.49,2.4689,0.8325,0.5307,0.4642,0.9949,0.5094,0.1035,0.9675,0.3703,0.9074,0.1525,2.5012,0.4887,9.6217,0.85,21.7,19025,453.3763642
13063,20.0,8.5,20419.0,15.3,8.7,28.1,10.7,17.0,89.3,4.9,12.4,3.1,3.5,7.1,1.8,0.7889,0.8675,0.8895,0.6714,3.2173,0.8653,0.008,0.9522,0.0996,0.9924,2.0522,0.5333,0.9943,0.915,1.9093,0.9739,0.9191,0.1258,0.8348,0.7001,0.4448,3.0246,0.7746,10.2034,0.9102,19.2,278666,141.6724613
13095,29.4,14.2,21180.0,17.5,14.6,24.3,15.6,17.8,74.3,0.5,5.0,4.8,2.8,13.1,4.6,0.9675,0.9822,0.8487,0.7587,3.5571,0.9427,0.185,0.766,0.51,0.9943,2.4553,0.8271,0.9745,0.3582,1.3327,0.7096,0.6991,0.2194,0.7249,0.9691,0.7905,3.403,0.9204,10.7481,0.9513,17.0,91049,328.6436378
13099,28.8,7.6,17598.0,19.9,18.6,24.9,14.6,14.0,54.4,0.0,0.6,27.1,5.5,8.8,1.4,0.9627,0.7971,0.9666,0.8437,3.5701,0.9449,0.5521,0.8188,0.4142,0.9675,2.7526,0.9398,0.8991,0.0,0.8991,0.4486,0.1035,0.9045,0.9382,0.8453,0.3018,3.0933,0.8039,10.3151,0.9201,15.7,10348,512.5992855
13109,27.3,7.8,20537.0,25.7,16.0,26.5,16.7,13.5,43.7,3.8,0.9,33.5,3.1,6.3,4.9,0.9506,0.815,0.8831,0.958,3.6067,0.9516,0.2891,0.9045,0.6074,0.9589,2.7599,0.9414,0.8367,0.8819,1.7186,0.9102,0.1512,0.9647,0.7803,0.5906,0.8048,3.2916,0.886,11.3768,0.9847,16.8,10727,182.8945518
13215,21.1,9.2,25318.0,12.7,12.6,24.8,17.6,12.5,59.3,1.2,14.4,1.6,2.1,10.8,3.7,0.8252,0.9054,0.5682,0.5339,2.8327,0.7599,0.0869,0.8106,0.6746,0.9357,2.5078,0.8485,0.9245,0.631,1.5555,0.8335,0.9424,0.0608,0.5498,0.9328,0.7335,3.2193,0.8596,10.1153,0.9003,12.9,196670,216.4371761
13261,27.8,9.2,20191.0,19.3,15.9,23.3,13.7,14.2,60.5,1.4,3.2,16.4,2.7,10.5,6.9,0.9548,0.9054,0.899,0.8255,3.5847,0.9484,0.2811,0.6291,0.32,0.9717,2.2019,0.6578,0.9322,0.6718,1.604,0.8571,0.5333,0.6896,0.7065,0.9239,0.8704,3.7237,0.979,11.1143,0.9764,12.4,30352,482.8707806
13267,22.5,3.8,17553.0,24.6,13.5,20.7,17.2,12.7,41.8,2.0,0.4,36.7,4.3,6.9,25.3,0.8643,0.2188,0.9675,0.9465,2.9971,0.8022,0.128,0.2846,0.6488,0.9433,2.0047,0.4887,0.8176,0.7631,1.5807,0.8475,0.0691,0.9771,0.8911,0.6702,0.9901,3.5976,0.9608,10.1801,0.908,13.5,25353,480.8199573
13301,26.3,8.0,22916.0,26.5,20.9,21.1,13.2,10.1,62.7,0.5,4.6,35.7,1.0,16.0,1.5,0.9376,0.8341,0.7398,0.9656,3.4771,0.9236,0.7545,0.3327,0.2725,0.7771,2.1368,0.6039,0.9405,0.3582,1.2987,0.6905,0.6743,0.9739,0.155,0.9854,0.3457,3.1343,0.8217,10.0469,0.8946,13.6,5346,284.3577936
13303,26.6,7.4,19579.0,19.8,16.7,22.2,17.9,11.2,57.1,0.7,0.6,32.2,2.5,8.0,9.0,0.9414,0.779,0.9178,0.8405,3.4787,0.9239,0.3566,0.4756,0.6982,0.8752,2.4056,0.7982,0.914,0.4642,1.3782,0.738,0.1035,0.9551,0.6622,0.7867,0.916,3.4235,0.9252,10.686,0.9462,12.0,20461,678.5132153
16065,30.5,6.6,15626.0,4.1,6.4,27.3,7.7,4.2,11.5,0.4,32.1,4.4,8.2,3.5,1.3,0.9739,0.6831,0.9863,0.015,2.6583,0.7115,0.001,0.9338,0.0118,0.0433,0.9899,0.043,0.3871,0.297,0.6841,0.3263,0.9943,0.1977,0.979,0.1458,0.2582,2.575,0.5349,6.9073,0.4029,7.2,38705,469.2669442
20057,14.4,5.9,23348.0,28.5,10.5,30.5,10.1,11.3,59.8,15.2,4.6,12.1,7.1,5.1,2.0,0.4723,0.5669,0.7102,0.9768,2.7262,0.7315,0.0267,0.9745,0.0697,0.8809,1.9518,0.4489,0.929,0.9927,1.9217,0.9777,0.6743,0.5508,0.9675,0.389,0.4995,3.0811,0.7972,9.6808,0.857,14.0,34484,1098.2703236
21013,37.1,9.0,15279.0,30.5,18.1,21.5,32.0,9.0,5.7,0.2,2.4,23.3,1.6,14.3,3.4,0.992,0.8949,0.9885,0.9841,3.8595,0.9873,0.5021,0.3747,0.9984,0.6399,2.5151,0.8555,0.1678,0.1477,0.3155,0.1261,0.4317,0.8513,0.3703,0.9793,0.7103,3.3429,0.9039,10.033,0.8927,5.4,27188,359.0618835
21045,26.6,8.3,18285.0,25.0,19.8,22.6,22.4,5.2,5.2,0.4,1.3,29.0,1.4,5.9,2.7,0.9414,0.8541,0.9522,0.951,3.6987,0.9666,0.6679,0.5304,0.9121,0.1022,2.2126,0.6673,0.1366,0.297,0.4336,0.1958,0.2416,0.9268,0.2964,0.5294,0.625,2.6192,0.5594,8.9641,0.7656,9.8,15796,444.2382913
21065,32.7,12.0,17658.0,25.3,18.2,21.3,26.3,9.9,2.6,0.0,1.8,23.0,2.7,7.1,0.9,0.9812,0.9694,0.9659,0.9545,3.871,0.9885,0.5113,0.3505,0.9822,0.7584,2.6024,0.8876,0.015,0.0,0.015,0.0073,0.3391,0.8459,0.7065,0.7001,0.1165,2.7081,0.6119,9.1965,0.7997,5.6,14313,253.093695
21075,29.8,6.6,19043.0,21.8,19.8,21.9,22.6,15.1,29.0,0.2,1.9,5.5,0.2,18.8,6.9,0.9697,0.6831,0.9328,0.8981,3.4837,0.9271,0.6679,0.4323,0.9195,0.9803,3.0,0.9809,0.6835,0.1477,0.8312,0.4101,0.3582,0.2569,0.0172,0.9898,0.8704,2.4925,0.4839,9.8074,0.8704,5.6,6210,205.9311191
21109,30.4,10.0,17692.0,25.7,16.2,22.8,28.4,8.2,0.5,0.0,1.4,23.9,1.0,8.3,0.8,0.9736,0.9369,0.9646,0.958,3.8331,0.9828,0.3098,0.5578,0.9911,0.5053,2.364,0.7733,0.0019,0.0,0.0019,0.001,0.2579,0.8606,0.155,0.8147,0.0936,2.1818,0.3276,8.3808,0.6662,4.1,13373,345.1950248
21121,33.3,7.2,17498.0,27.7,17.0,23.8,16.4,10.8,4.1,0.1,1.8,31.4,1.5,11.3,2.3,0.9831,0.7583,0.9701,0.9733,3.6848,0.9653,0.3897,0.695,0.581,0.8462,2.5119,0.852,0.0707,0.0707,0.1414,0.0408,0.3391,0.9459,0.3359,0.9405,0.5619,3.1233,0.8173,9.4614,0.8325,6.6,31467,386.3039846
21129,33.5,8.6,17179.0,29.6,17.3,20.8,31.5,8.9,3.6,0.1,1.6,25.4,0.5,12.2,7.8,0.9847,0.8729,0.9745,0.9809,3.813,0.9796,0.419,0.2967,0.9975,0.6234,2.3366,0.7558,0.0458,0.0707,0.1165,0.0341,0.298,0.8857,0.043,0.9599,0.8962,3.0828,0.7997,9.3489,0.8182,3.1,6751,208.8588178
21203,21.0,8.3,19913.0,22.4,17.3,22.0,24.6,10.3,2.7,0.1,1.4,32.1,1.3,10.1,2.0,0.8217,0.8541,0.9083,0.9112,3.4953,0.9303,0.419,0.4502,0.9631,0.7994,2.6317,0.9007,0.0175,0.0707,0.0882,0.0232,0.2579,0.9535,0.2604,0.9096,0.4995,2.8809,0.702,9.0961,0.7882,4.6,16827,316.5472139
24510,21.8,9.1,29700.0,15.1,13.2,20.9,15.1,12.3,72.5,1.8,16.8,0.1,2.1,28.9,3.9,0.8446,0.901,0.272,0.6616,2.6792,0.7178,0.1121,0.3091,0.4629,0.9277,1.8118,0.3397,0.9717,0.7326,1.7043,0.9045,0.9605,0.0022,0.5498,0.994,0.7507,3.2572,0.873,9.4525,0.8312,7.2,614700,80.9459754
26085,23.8,12.2,19012.0,17.0,27.3,16.4,25.8,4.9,15.3,0.2,0.5,26.9,1.7,8.0,3.0,0.8933,0.9723,0.9338,0.7424,3.5418,0.9395,0.9612,0.035,0.9764,0.0777,2.0503,0.5317,0.4785,0.1477,0.6262,0.2967,0.0844,0.9016,0.4056,0.7867,0.6686,2.8469,0.6877,9.0652,0.7818,7.5,11763,567.5783539
28013,25.1,7.2,19099.0,22.9,18.0,23.9,22.2,11.8,35.3,1.1,1.0,18.7,3.6,8.7,1.7,0.921,0.7583,0.9315,0.921,3.5318,0.9369,0.4893,0.7122,0.9064,0.9096,3.0175,0.9838,0.7507,0.6087,1.3594,0.7243,0.1754,0.7485,0.8456,0.8392,0.4126,3.0213,0.7727,10.93,0.965,11.9,14571,586.5731839
29223,24.1,9.0,18759.0,24.7,22.8,21.0,29.8,6.0,5.0,0.1,0.5,28.5,3.1,8.2,1.0,0.9013,0.8949,0.9414,0.9472,3.6848,0.9653,0.8539,0.3216,0.9946,0.1706,2.3407,0.759,0.1254,0.0707,0.1961,0.0675,0.0844,0.9207,0.7803,0.8026,0.1525,2.7405,0.6323,8.9621,0.7646,14.8,13308,759.1837483
30035,33.3,7.5,17219.0,11.1,11.4,31.6,11.3,9.1,69.1,0.2,3.6,15.5,4.8,6.2,6.1,0.9831,0.7895,0.9739,0.4276,3.1741,0.8545,0.0449,0.9828,0.1369,0.653,1.8176,0.3432,0.9634,0.1477,1.1111,0.5778,0.5788,0.6632,0.9156,0.5788,0.8523,3.5887,0.9596,9.6915,0.8583,38.2,13699,2994.9449227
31043,16.6,5.4,24365.0,25.4,12.9,28.9,10.3,12.1,51.0,10.0,10.7,10.9,7.0,5.6,1.3,0.6258,0.4876,0.6331,0.9554,2.7019,0.7236,0.099,0.9612,0.0796,0.922,2.0618,0.5419,0.8854,0.9758,1.8612,0.9599,0.8892,0.4963,0.9666,0.4846,0.2582,3.0949,0.8055,9.7198,0.8615,14.2,20317,264.2569451
31047,13.1,3.7,25590.0,22.1,15.4,27.5,12.7,12.7,40.5,9.7,7.4,8.4,4.8,6.0,1.4,0.3838,0.2054,0.5506,0.9054,2.0452,0.5261,0.242,0.9398,0.2356,0.9433,2.3607,0.7711,0.8055,0.9729,1.7784,0.9319,0.8074,0.4002,0.9156,0.5441,0.3018,2.9691,0.7475,9.1534,0.7933,11.0,23804,1013.0881088
34011,17.6,7.3,23946.0,22.1,14.6,23.8,14.0,14.3,53.0,7.7,7.9,5.6,3.6,10.3,8.5,0.686,0.7726,0.6643,0.9054,3.0283,0.8102,0.185,0.695,0.3524,0.9723,2.2047,0.6597,0.8933,0.9577,1.851,0.9573,0.8255,0.2611,0.8456,0.9172,0.9089,3.7583,0.9844,10.8423,0.9592,10.4,153400,483.3604888
34017,16.3,6.1,38147.0,15.8,11.5,20.6,9.2,10.2,71.1,13.7,36.8,0.2,7.5,32.2,1.2,0.6032,0.6032,0.0551,0.6928,1.9543,0.4943,0.0481,0.2748,0.0385,0.7905,1.1519,0.0627,0.9698,0.9892,1.959,0.9914,0.9968,0.0067,0.9723,0.9955,0.2184,3.1897,0.8434,8.2549,0.6424,14.1,668631,46.1902193
34031,16.7,5.0,30800.0,16.6,13.9,24.0,8.9,11.1,58.2,12.5,15.0,0.2,7.1,16.5,1.8,0.6338,0.4166,0.2204,0.7275,1.9983,0.5111,0.1442,0.7262,0.0296,0.8682,1.7682,0.3101,0.9195,0.9854,1.9049,0.9729,0.9497,0.0067,0.9675,0.9879,0.4448,3.3566,0.9067,9.028,0.7764,12.4,504041,186.0113142
34039,9.8,6.3,40201.0,13.8,13.9,23.6,9.2,11.0,59.7,11.5,15.0,0.2,4.5,11.6,1.3,0.1742,0.6376,0.0382,0.5922,1.4422,0.3354,0.1442,0.6711,0.0385,0.8628,1.7166,0.276,0.9274,0.9828,1.9102,0.9745,0.9497,0.0067,0.9042,0.9475,0.2582,3.0663,0.7905,8.1353,0.6232,11.8,553066,102.7650338
35005,20.6,5.9,21356.0,22.0,15.4,26.9,16.6,13.3,60.5,6.0,4.4,12.8,3.7,4.6,3.2,0.808,0.5669,0.8395,0.9032,3.1176,0.8376,0.242,0.9201,0.5969,0.9554,2.7144,0.9284,0.9322,0.9366,1.8688,0.9624,0.6571,0.5762,0.8551,0.3012,0.6915,3.0811,0.7972,10.7819,0.9551,11.7,65459,6067.1555722
35019,14.5,6.3,17930.0,20.1,22.6,17.7,23.1,10.8,81.1,3.3,2.4,31.0,0.9,8.5,17.0,0.4799,0.6376,0.9596,0.851,2.9281,0.7882,0.8446,0.0735,0.9303,0.8462,2.6946,0.923,0.9841,0.8593,1.8434,0.9526,0.4317,0.9414,0.1223,0.8284,0.9768,3.3006,0.8895,10.7667,0.9529,2.3,4382,3029.7702439
35023,28.1,9.2,20275.0,20.8,21.0,22.9,21.6,6.0,59.2,4.3,3.4,36.6,1.7,6.0,2.4,0.9567,0.9054,0.8949,0.8714,3.6284,0.9564,0.7599,0.5715,0.8886,0.1706,2.3906,0.7908,0.9236,0.9,1.8236,0.9468,0.5571,0.9764,0.4056,0.5441,0.5769,3.0601,0.7876,10.9027,0.9631,4.9,4371,3438.4853049
35033,19.3,7.4,17689.0,8.4,25.2,18.7,27.6,4.8,84.4,3.6,0.0,33.4,3.3,7.0,0.3,0.7592,0.779,0.965,0.2232,2.7264,0.7318,0.9249,0.1188,0.9898,0.0735,2.107,0.5794,0.9869,0.873,1.8599,0.9596,0.0,0.9637,0.809,0.6829,0.0255,2.4811,0.4785,9.1744,0.7959,6.2,4563,1926.2485142
35045,21.3,8.9,23206.0,15.8,13.7,27.2,14.8,11.7,61.3,2.2,2.3,32.3,6.4,5.3,1.4,0.8306,0.8895,0.7194,0.6928,3.1323,0.8424,0.1366,0.9296,0.4352,0.9019,2.4033,0.7975,0.9354,0.7848,1.7202,0.9109,0.4171,0.9554,0.9557,0.4225,0.3018,3.0525,0.7857,10.3083,0.9194,14.5,127455,5517.2003263
35051,24.9,10.9,25389.0,15.3,35.2,16.1,26.1,10.3,34.9,1.7,3.8,40.1,1.0,6.1,2.3,0.9169,0.9561,0.5634,0.6714,3.1078,0.8338,0.9959,0.0296,0.9803,0.7994,2.8052,0.9516,0.7443,0.717,1.4613,0.7883,0.6017,0.9898,0.155,0.5626,0.5619,2.871,0.6975,10.2453,0.9146,6.4,11135,4181.1944561
35053,29.1,4.7,17464.0,20.9,18.5,23.1,26.5,6.3,65.3,4.1,3.9,36.9,2.2,9.3,3.1,0.965,0.3634,0.9707,0.8752,3.1743,0.8548,0.5441,0.6049,0.9841,0.2069,2.34,0.7584,0.95,0.8943,1.8443,0.9529,0.6145,0.979,0.5801,0.8746,0.6819,3.7301,0.9803,11.0887,0.9745,12.0,17000,6646.3836362
36047,21.1,7.0,31984.0,18.4,13.2,23.1,10.2,9.6,63.8,12.0,40.9,0.1,10.3,55.8,1.6,0.8252,0.7347,0.1736,0.7883,2.5218,0.6736,0.1121,0.6049,0.0755,0.7198,1.5123,0.1738,0.943,0.9847,1.9277,0.9799,0.9981,0.0022,0.9889,0.9981,0.3792,3.3665,0.9096,9.3283,0.8153,8.2,2600747,69.3714579
36081,13.0,6.2,30289.0,18.5,14.8,20.3,9.5,7.8,74.7,15.0,35.3,0.1,9.5,36.8,1.2,0.3771,0.6207,0.2417,0.7924,2.0319,0.5223,0.1974,0.2471,0.0478,0.433,0.9253,0.0344,0.9755,0.992,1.9675,0.9936,0.9959,0.0022,0.9863,0.9965,0.2184,3.1993,0.8478,8.124,0.6201,10.5,2298513,108.7782439
36087,14.3,5.5,38076.0,12.1,15.3,27.8,9.3,6.3,36.7,8.3,11.7,1.1,6.6,10.6,2.1,0.4653,0.5006,0.0564,0.4989,1.5212,0.357,0.2359,0.9465,0.0404,0.2069,1.4297,0.1391,0.767,0.9653,1.7323,0.916,0.9118,0.0392,0.9592,0.9261,0.5244,3.3607,0.9074,8.0439,0.6038,6.1,323686,173.4358752
37083,25.2,8.7,21016.0,22.5,19.5,21.6,19.2,12.3,61.5,0.5,3.1,21.9,1.6,11.6,2.8,0.9226,0.8803,0.8567,0.9131,3.5727,0.9455,0.6428,0.3862,0.7864,0.9277,2.7431,0.9373,0.937,0.3582,1.2952,0.6883,0.5202,0.8259,0.3703,0.9475,0.6428,3.3067,0.8918,10.9177,0.9646,11.4,51737,723.7356812
38005,34.8,5.8,21407.0,15.5,13.1,34.6,14.0,15.5,59.1,0.4,2.0,15.3,8.5,8.3,0.2,0.9876,0.5481,0.836,0.6804,3.0521,0.8178,0.1079,0.9946,0.3524,0.9844,2.4393,0.8185,0.9226,0.297,1.2196,0.6393,0.3725,0.659,0.9809,0.8147,0.0204,2.8475,0.6883,9.5585,0.8433,11.7,6886,1388.6424864
40001,29.3,5.3,16851.0,19.8,15.3,26.4,19.1,10.6,59.7,0.8,0.9,20.8,5.5,7.0,0.5,0.9666,0.4691,0.9774,0.8405,3.2536,0.8739,0.2359,0.9007,0.781,0.83,2.7476,0.9389,0.9274,0.5113,1.4387,0.7727,0.1512,0.7997,0.9382,0.6829,0.0436,2.6156,0.5571,10.0555,0.8965,26.7,22113,573.6790041
40139,17.6,2.9,22120.0,26.8,11.1,28.0,7.6,8.4,55.1,10.7,6.4,21.5,5.0,4.7,2.3,0.686,0.1124,0.7917,0.9678,2.5579,0.6831,0.0379,0.9507,0.0105,0.5412,1.5403,0.1859,0.9039,0.979,1.8829,0.9666,0.7724,0.8166,0.9236,0.32,0.5619,3.3945,0.9182,9.3756,0.821,15.7,21121,2041.2927534
41049,15.5,4.5,22599.0,24.7,14.8,28.0,15.7,7.5,40.1,9.1,2.8,30.7,8.8,3.2,0.5,0.5471,0.3299,0.7592,0.9472,2.5834,0.6889,0.1974,0.9507,0.5221,0.3792,2.0494,0.5298,0.8023,0.9698,1.7721,0.9293,0.4801,0.9373,0.9822,0.1108,0.0436,2.554,0.5183,8.9589,0.7643,9.8,11215,2030.528388
45009,25.9,5.8,18873.0,17.7,20.3,20.3,20.8,13.9,64.3,0.1,2.7,31.1,2.4,8.6,7.6,0.9315,0.5481,0.9382,0.767,3.1848,0.8576,0.7109,0.2471,0.8564,0.9663,2.7807,0.9443,0.9456,0.0707,1.0163,0.5189,0.4677,0.9424,0.6313,0.8348,0.8902,3.7664,0.986,10.7482,0.9516,12.6,14600,393.3665504
45033,33.8,8.7,16473.0,25.1,15.6,25.7,18.3,11.4,54.2,0.8,0.7,33.4,3.0,11.6,1.3,0.9854,0.8803,0.9812,0.9526,3.7995,0.9774,0.2572,0.8714,0.7281,0.8873,2.744,0.9379,0.8981,0.5113,1.4094,0.7564,0.1188,0.9637,0.7622,0.9475,0.2582,3.0504,0.7851,11.0033,0.9682,14.5,30871,405.0648472
45053,20.2,9.1,22406.0,18.5,17.1,21.2,15.4,11.9,57.8,5.3,4.4,30.8,3.6,5.7,1.9,0.7968,0.901,0.7761,0.7924,3.2663,0.8755,0.3989,0.3419,0.4906,0.9137,2.1451,0.6116,0.9172,0.9239,1.8411,0.9519,0.6571,0.9389,0.8456,0.5002,0.4728,3.4146,0.9226,10.6671,0.9449,17.6,27900,655.1615011
45075,24.2,9.3,19992.0,14.4,18.4,22.2,16.1,10.4,66.8,0.6,1.4,32.1,1.9,8.9,3.2,0.9048,0.9121,0.907,0.624,3.3479,0.8939,0.5352,0.4756,0.561,0.8077,2.3795,0.7848,0.9554,0.4187,1.3741,0.7351,0.2579,0.9535,0.4817,0.8529,0.6915,3.2375,0.865,10.339,0.9229,12.4,88454,1106.3375299
45089,25.1,7.3,18454.0,19.3,19.2,21.4,19.8,10.9,68.8,0.4,1.1,40.0,2.7,12.0,5.2,0.921,0.7726,0.9484,0.8255,3.4675,0.922,0.6113,0.3629,0.8169,0.8548,2.6459,0.9061,0.9628,0.297,1.2598,0.6622,0.1958,0.9892,0.7065,0.9557,0.8173,3.6645,0.9717,11.0377,0.9704,9.8,31794,934.1651202
47007,20.3,9.3,23453.0,25.1,18.1,16.2,26.8,6.2,11.2,1.8,1.0,31.1,2.3,5.8,8.0,0.8016,0.9121,0.7045,0.9526,3.3708,0.8997,0.5021,0.0309,0.9866,0.1936,1.7132,0.2735,0.3782,0.7326,1.1108,0.5769,0.1754,0.9424,0.6049,0.5142,0.9007,3.1376,0.8233,9.3324,0.8159,13.0,14602,406.4247857
47061,24.3,8.5,18782.0,24.3,20.4,22.2,24.8,9.3,16.4,0.2,1.1,26.7,2.9,5.7,1.4,0.9061,0.8675,0.9408,0.9417,3.6561,0.9618,0.7163,0.4756,0.9656,0.6832,2.8407,0.9583,0.5043,0.1477,0.652,0.3066,0.1958,0.9007,0.7434,0.5002,0.3018,2.6419,0.5708,9.7907,0.8685,17.0,13331,360.4448294
48003,10.4,4.7,31190.0,25.4,10.3,31.0,9.1,6.4,59.5,8.0,2.9,20.2,7.4,3.1,0.5,0.2115,0.3634,0.2061,0.9554,1.7364,0.428,0.0236,0.9774,0.036,0.2216,1.2586,0.0815,0.9261,0.9612,1.8873,0.9694,0.4947,0.7861,0.9713,0.1022,0.0436,2.3979,0.4323,7.2802,0.4736,18.2,17818,1500.7206606
48013,15.0,8.1,24421.0,22.7,14.2,27.8,12.2,10.8,66.1,4.1,0.3,31.2,7.1,6.8,0.8,0.5127,0.842,0.6299,0.9182,2.9028,0.7822,0.1614,0.9465,0.198,0.8462,2.1521,0.618,0.9535,0.8943,1.8478,0.9551,0.0551,0.9443,0.9675,0.6565,0.0936,2.717,0.6192,9.6197,0.8497,15.8,48828,1219.5404787
