FIPS,AREA_SQMI,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP
29159,682.2243247,42371,18252,15921,7114,1173,22897,4189,6853,10548,7115,1663,6357,945,808,937,332,1262,917,5612,41393
29161,671.778303,44789,20198,17601,9293,1226,24304,3420,6913,9411,7199,1552,5007,302,968,2051,309,1215,3082,3848,46803
29167,635.5262712,31549,13534,11557,4385,723,22575,2522,5575,7265,5055,1142,1955,71,457,1705,340,633,1518,3860,28399
29171,517.3163906,4815,2986,1803,859,102,22607,358,1143,1093,911,207,182,31,15,265,33,115,87,758,3135
29173,469.7809297,10217,5191,4004,1258,234,26536,832,2087,2174,1453,270,454,22,26,678,54,146,91,945,6607
29177,568.8090147,22825,10070,8785,3344,563,27768,2035,4024,5231,3423,744,1410,28,198,542,105,636,289,2402,16047
29183,560.4791617,389985,152117,144643,21444,7188,37229,13874,55482,92943,38879,10529,48978,1965,12004,4315,1187,4016,7518,19191,320872
29186,499.1528575,17871,8723,7134,2571,398,28578,1430,3298,3886,2794,687,779,39,132,1095,79,262,257,1011,13298
29189,507.4263149,998684,440218,403547,94394,27141,39784,46247,172382,221598,117960,35410,335020,12153,46384,1105,4106,27559,18787,65873,1050779
29195,755.4923772,23102,10161,8562,3553,432,22802,2423,4122,5298,3935,793,4481,673,441,680,235,635,1392,1965,22451
29205,500.8631832,6061,3210,2459,870,105,23501,413,1238,1458,909,206,275,24,29,363,50,113,275,755,4949
29217,826.3910489,20691,9542,8170,2719,364,24388,1583,3808,4922,3615,652,1238,34,142,1090,149,638,693,2809,18561
29219,428.6061908,33908,15297,12232,4486,897,27523,2823,5854,8139,5258,1058,2763,141,279,2116,543,443,344,2970,24510
29227,266.628523,2040,1271,856,302,37,24159,191,492,427,323,54,69,0,36,125,10,25,46,138,1357
30001,5542.684212,9393,5331,3977,1421,184,28941,289,1994,1733,1429,111,851,89,122,785,51,202,515,838,8746
30007,1192.3585883,5834,2740,2420,400,176,32362,240,1347,1148,1047,88,349,11,39,402,3,41,43,379,4826
30009,2047.70383,10546,6556,4531,1061,200,32553,471,2557,1916,1662,282,587,77,49,782,41,119,103,787,7821
30013,2698.1725764,81746,38558,34444,10178,1570,29212,4574,14597,18379,11634,2905,11855,136,3803,3780,665,2496,2579,6897,79724
30015,3972.5358943,5789,2914,2256,1086,76,22661,275,1116,1378,662,150,1342,50,100,348,61,132,94,860,4073
30017,3783.3068103,11845,5689,4889,1113,133,30123,612,2216,2590,2143,398,936,45,470,642,55,279,457,772,10886
30021,2371.916652,9191,4425,3972,830,74,32501,378,1644,1964,1147,193,704,3,146,693,79,80,445,559,7766
30025,1620.5492438,2838,1538,1302,266,35,34329,93,499,674,348,50,183,0,14,310,7,33,79,196,2643
30027,4339.3274194,11273,5895,4975,1534,137,29237,562,2562,2300,1361,397,647,7,178,763,125,257,484,1372,9672
30029,5087.1585453,98082,48447,38252,11368,1833,30068,4211,17851,21826,11163,2074,6940,184,2220,5516,858,1332,1201,9481,100003
30031,2605.0139183,104729,47976,41985,12023,2015,34331,2188,12315,21220,8237,2542,8604,259,3363,3781,655,1409,4054,8688,109849
30033,4676.5574862,1141,826,447,60,0,27291,35,226,240,120,22,2,0,0,134,15,5,1,143,617
30043,1656.8618284,11778,5112,4444,1018,275,32133,441,2362,2466,1509,299,845,4,41,518,76,99,281,800,8786
30045,1869.6860697,1951,1373,923,268,33,29827,71,406,351,282,64,90,0,14,189,3,34,3,135,1340
30047,1490.4660699,29774,16830,11849,6184,794,24912,1790,6187,7174,4251,1080,10365,137,228,2256,352,508,602,4814,26703
30049,3458.3792085,67077,31433,27800,7366,1108,32433,2356,11607,14572,9217,2090,5693,75,1574,3207,341,1476,1814,4277,69649
30059,2391.8671134,1968,1386,749,292,17,23972,80,448,393,291,14,111,6,0,162,0,24,26,226,1339
30063,2593.0078611,115983,53259,48608,16787,2879,30636,3471,16877,22206,14773,3352,12336,407,5489,4378,849,2657,3511,9009,118424
30067,2802.4692594,16246,9568,7691,2007,242,32133,563,3412,3023,1790,425,1059,73,298,907,91,417,260,1914,14388
30069,1655.6238568,432,296,187,35,7,32565,4,84,86,58,7,8,0,0,57,3,1,0,51,293
30071,5140.4760157,4124,2349,1770,603,127,23533,302,886,970,679,29,647,0,21,396,41,69,76,700,3391
30073,1624.5660111,6044,2677,2114,1186,190,24392,299,1194,1524,1020,192,1125,45,149,380,44,137,231,633,4762
30075,3298.1948254,1619,1032,769,164,13,30969,64,394,251,263,44,111,0,0,275,0,9,48,181,1107
30081,2390.9962418,41902,19796,17108,5924,1130,27766,2796,10178,8257,8259,859,2902,12,502,1988,299,604,325,4830,33424
30083,2084.3450913,11360,5203,4493,609,151,31849,586,1616,2747,1464,349,1239,171,233,859,140,221,66,1251,10596
30091,1675.8030932,3574,2172,1645,386,54,33711,195,783,754,455,58,316,5,42,153,24,106,86,285,3073
30095,1796.7453494,9410,4877,3716,599,181,32061,344,1988,2050,1236,132,676,24,81,590,42,122,129,669,7873
30099,2271.6022686,6080,2930,2475,797,50,27402,326,1375,1443,931,105,385,0,115,283,89,122,188,671,4985
30103,977.8002521,777,466,365,124,0,26348,33,183,153,121,10,31,0,9,112,2,12,0,38,462
30105,4926.0976709,7532,4858,3436,670,225,28899,327,1632,1647,1110,143,1166,9,156,215,21,138,160,575,6356
30107,1422.4802328,2149,1197,821,365,34,21442,289,440,522,257,64,135,26,0,137,31,41,39,290,2014
30111,2633.4657492,157816,69928,65025,15259,2867,33007,6751,25450,37221,19235,5437,21113,439,5447,7590,1492,3695,3424,13663,162684
31001,563.272278,31583,13873,12710,3900,545,28783,2051,5438,7533,4447,888,4321,579,585,546,197,705,1696,2212,32640
31003,857.235894,6372,3314,2675,790,65,26406,334,1451,1507,957,144,301,55,39,107,26,104,73,414,4828
31007,746.210335,696,400,279,67,5,34670,15,134,154,100,16,56,3,0,22,0,7,0,41,449
31011,686.5534644,5313,2645,2280,316,49,30680,214,1170,1241,621,103,185,13,75,59,25,91,108,291,4720
31019,968.2199305,49030,20292,19165,6554,847,30184,2090,6636,11449,5397,1406,6315,770,1822,1485,321,898,2261,4073,52417
31021,491.5855857,6528,3493,2919,751,92,28499,444,1556,1461,1031,223,445,26,69,208,70,136,115,597,5043
31023,584.9007557,8067,4072,3377,590,136,28776,438,1629,1901,907,252,420,90,49,243,53,86,181,380,6277
31025,557.3525494,25702,11461,10005,1623,405,33178,896,4251,6276,2368,681,1573,54,342,487,119,335,297,1534,18420
31027,740.2424722,8523,4154,3456,759,57,29494,428,1795,2152,957,126,277,7,55,155,19,100,149,497,6503
31031,5960.2057058,5790,3235,2566,597,52,27605,364,1224,1251,786,152,680,105,136,309,21,131,120,398,4649
31033,1196.2859904,9852,5011,4434,974,153,32321,457,1766,2361,1398,306,1006,5,276,222,121,180,110,716,10115
31035,572.2892292,6232,3023,2574,699,112,27297,396,1220,1522,938,148,676,99,28,100,34,49,97,610,5605
31039,570.5244782,8991,4244,3752,615,172,29306,771,1938,2216,940,256,1042,106,152,35,28,199,144,672,8525
31041,2575.5927204,10830,5651,4846,1189,165,33294,536,2343,2542,1399,469,564,87,112,186,107,235,132,1009,8980
31051,476.1100986,5746,2710,2311,707,100,26757,444,1127,1449,779,178,873,159,63,188,56,78,81,359,3850
31053,529.0637505,36683,16741,15289,4862,908,27494,2626,6876,8758,4762,1444,5745,1354,1056,777,404,743,1004,3584,37420
31059,575.3702753,5574,2934,2510,533,59,32631,331,1298,1119,845,133,347,28,69,32,14,60,230,424,4717
31065,719.1313079,4786,2713,2142,507,52,27031,388,1144,1063,838,118,296,10,118,46,23,108,88,318,4517
31067,851.4611653,21595,10438,9160,2079,383,28438,1571,4399,4796,3282,539,1140,46,381,175,17,414,615,1030,22142
31075,776.8686674,718,401,293,137,16,22640,16,159,160,84,7,24,0,0,78,0,5,44,105,567
31081,541.8976647,9178,4104,3699,443,123,32086,334,1740,2214,1001,255,457,12,79,178,7,87,138,546,8363
31085,713.0614802,943,515,413,117,5,26369,82,171,205,148,12,69,16,0,29,0,7,0,99,372
31089,2412.3957764,10245,5236,4435,849,62,29975,518,2173,2481,1405,172,644,74,174,309,40,125,218,653,9254
31093,569.3376887,6405,3072,2684,672,112,26651,319,1349,1542,844,177,288,28,97,200,22,83,0,369,4839
31095,570.1708049,7188,3905,3283,846,62,26439,451,1665,1595,1197,244,431,108,148,94,9,149,119,402,6989
31099,516.2429073,6552,2955,2682,682,100,30355,172,1250,1623,754,138,499,28,107,143,45,136,69,415,5149
31103,773.0756507,792,510,326,48,0,31406,26,184,178,83,6,12,0,2,61,0,2,0,41,301
31107,1108.4433989,8460,4908,3674,899,139,27372,519,2043,2034,1124,183,1184,53,98,256,108,212,211,760,6992
31111,2564.1314941,35433,16782,14985,4198,483,30073,1642,6471,8543,5118,1294,4210,135,1527,1386,280,1031,801,3328,32731
31121,485.8515807,7803,3806,3324,806,113,29038,332,1548,1728,1213,173,564,23,168,250,57,221,200,566,6404
31123,1423.8365844,4841,2435,1982,408,140,26461,450,976,1167,673,171,882,100,30,197,17,68,166,487,3558
31125,441.6335947,3554,1867,1546,390,60,29711,213,714,812,545,114,124,7,22,64,0,49,148,251,2769
31127,407.3764596,7004,3504,2877,801,159,27945,320,1357,1468,981,228,417,22,154,120,16,103,541,448,7385
31131,615.6634449,15896,7155,6452,1740,234,29229,924,3015,3827,2328,483,1723,221,259,211,55,391,230,995,14164
31135,883.3349761,2907,1446,1225,159,17,33749,220,659,716,378,18,140,13,69,35,3,48,35,189,2222
31137,539.7893505,9120,4249,3927,773,36,30814,396,1804,2167,1098,185,684,77,228,234,11,196,263,363,9109
31139,573.2484495,7157,3253,3026,507,91,29509,254,1323,1779,787,183,253,35,59,190,12,83,129,262,5087
31143,438.3454041,5255,2737,2052,405,148,30403,294,1109,1216,651,118,365,50,50,215,43,94,87,557,3821
31145,717.0054921,10806,5312,4459,1011,188,25456,580,2113,2473,1529,295,868,27,512,298,15,253,422,768,10222
31147,551.8406488,8009,4399,3772,1036,142,28965,396,1903,1689,1267,315,612,11,63,115,36,116,149,531,6382
31155,750.2875829,21024,9594,8326,1752,271,32344,1035,3744,5240,2833,603,956,113,263,220,101,217,275,971,16643
31157,739.4159502,36255,16379,14613,4731,946,28089,3016,6687,9026,5167,1680,10056,560,642,1032,186,750,778,4114,34906
31165,2066.6977866,1266,795,579,135,7,26951,60,276,263,118,36,108,0,2,76,4,34,0,105,435
31167,427.6082357,5992,2683,2410,525,95,31686,286,994,1521,673,213,474,82,27,161,23,52,50,421,3317
31171,712.9001633,645,401,292,69,6,28701,35,144,130,91,8,16,0,10,12,0,1,0,46,587
31177,389.9572594,20219,8570,8125,1611,254,34178,589,3471,4927,2887,422,1088,73,463,312,28,368,312,936,17317
31181,574.9128136,3571,1913,1519,383,42,26970,194,796,817,539,109,295,0,21,48,10,77,82,287,2962
31183,575.1830471,822,543,357,76,2,27832,31,194,150,127,13,10,0,0,109,1,5,0,98,603
31185,572.5095761,13799,6298,5691,1298,208,31577,584,2663,3186,1832,309,1269,123,600,197,25,274,1014,892,14949
32001,4930.5720209,24010,10908,9819,3006,722,26606,1492,4446,5479,3296,756,6326,821,352,1610,268,449,553,2787,21233
32019,2001.2335636,53155,23170,20528,6159,2083,26855,4907,10937,11585,9441,1445,12977,967,661,3785,589,873,235,4661,44339
33001,401.8439415,60640,38334,24739,5169,1511,35382,3336,12642,11497,9455,1535,2942,114,1469,3324,303,1249,926,4919,57182
33005,706.7084556,76263,35451,30319,7105,1591,34136,3713,14195,13822,10413,2266,4407,260,2489,2486,310,1690,4516,5361,71605
33007,1794.5664928,32038,21526,13720,3774,869,26535,2779,7204,5334,6207,1111,2524,179,614,2532,167,1016,2376,2663,28738
33009,1708.5977427,89811,52586,34752,8250,1624,36619,4538,17342,14954,12852,2302,8146,591,3604,3993,453,2075,6744,7043,102465
33013,932.8762303,149452,64675,57843,10317,3175,36148,6698,25707,29286,19866,4159,11069,1534,6018,3825,745,2940,6755,8924,150520
33015,695.3861476,305129,131195,120147,14207,6706,45242,11565,50759,60925,32093,8220,22042,1395,12971,6501,1525,3774,2573,14597,269256
33017,367.5536692,128237,53502,48548,11869,2983,34161,6270,18162,24347,15914,3413,11661,751,5049,5141,662,3086,9004,8857,109652
33019,537.5434392,43125,22609,17740,4569,826,31668,2846,8632,8295,5874,1617,2078,101,1058,1917,145,1074,761,3059,34798
34005,799.3257161,446367,178772,165496,28151,14969,41517,20101,72612,94955,50570,12364,143249,7726,15605,2321,2435,7631,11847,19897,421928
34015,321.9722099,290852,113024,104587,21275,9912,37888,14261,43423,65122,37378,7344,61556,3291,8512,2559,1039,6203,4310,13456,267369
34019,427.8262404,125051,50138,47180,5828,2734,54984,4335,21457,25239,10743,2233,17469,1371,2693,190,282,1676,4314,3542,106999
34029,628.3616532,591939,282075,225270,62837,16052,34784,33410,131798,140531,77492,13088,89745,9226,15658,6522,5325,15036,6626,39050,488373
34033,331.844535,63336,27644,23908,8067,2324,32526,5464,11182,13805,9405,2227,16044,1531,1966,1250,354,1849,1530,3958,57456
34037,518.7202096,142298,62371,53361,7191,4598,42639,5291,22889,29238,15218,2610,18764,1251,2600,969,388,1843,2058,6773,106908
34041,356.5353753,106293,45443,41350,8147,3700,38132,6661,18236,21712,13355,2773,18665,2618,3576,495,542,2656,2042,6589,86687
35028,109.2000792,18356,8379,7567,959,341,56410,283,3173,4168,1721,352,5115,119,799,274,49,290,105,686,27181
36017,893.5921132,48348,25448,20616,6796,1327,26717,4076,9540,10141,9174,1850,2502,237,694,5293,488,1650,686,2261,44025
36021,634.6631714,60919,33386,25243,7039,1537,35581,4392,13577,10965,9367,1944,8148,804,1226,2630,349,1808,2487,2759,50727
36023,498.7726555,48123,20766,17685,6884,1113,26979,2800,7547,9436,6249,1576,3544,165,1158,1518,242,1475,3546,2056,46157
36025,1442.4196833,45502,31565,19030,7000,1097,26629,3875,10595,7854,7324,1564,3544,462,707,4202,513,1575,2330,2721,41735
36027,795.6470424,293894,120472,107347,25335,8981,38048,19326,48700,57051,37415,7321,82584,5837,9632,3852,3664,8778,18438,14434,261433
36031,1794.1172411,37751,26183,15425,3323,1072,30273,2546,8322,6325,5953,1279,2978,208,700,1853,267,1267,2892,1373,34508
36035,495.4594745,53743,29052,22439,8119,1574,26875,4872,9981,10977,8420,2521,3770,250,789,3007,212,2091,1186,3340,49736
36037,492.9365296,58112,25750,23681,6501,1468,29465,3277,10453,11934,8664,1852,5415,300,987,1692,174,1940,783,2360,53956
36039,647.1611966,47617,29681,17117,5921,981,27271,4523,9996,8057,6225,845,6992,391,1004,2055,287,1537,3290,2475,41508
36045,1268.6950599,114448,59801,43267,15365,3093,25884,6457,14619,27777,14598,4364,20812,639,3536,7416,735,3838,6439,6105,108566
36049,1274.6412809,26719,15605,10242,3712,872,26169,1869,4620,6192,3830,826,1112,132,220,1995,130,537,362,1745,21191
36053,654.8643423,71359,32209,26026,6549,1655,28925,4215,12142,13922,8977,1898,4812,193,1135,3079,280,1467,5148,3376,64350
36063,522.3524186,211704,100301,88211,27967,5636,29824,13257,38400,42846,29186,7984,30189,1330,6255,3370,984,8395,3982,7516,187473
36069,644.0440921,109472,50412,44286,10203,2320,35121,5046,20570,22565,13529,3539,10924,1046,3699,3689,453,3230,3757,4335,111838
36073,391.2629648,41175,18570,16333,5499,999,25261,3821,6944,8165,6458,1694,5553,407,512,1932,358,1313,3051,2127,36455
36075,951.6440659,119104,54409,46032,20392,4548,27217,9804,18238,25429,18101,5315,6890,314,2054,8261,1102,3850,4860,5956,105906
36079,230.3199083,99070,38605,34847,5191,2866,45905,4951,16053,20311,10017,1612,20325,2537,1379,343,422,1661,2623,4546,69720
36083,652.4551601,159431,72852,64563,18459,4359,34280,9302,25539,31723,21366,6052,26199,1156,6684,1984,1053,6341,5891,6704,137747
36091,809.9953352,227377,104895,93876,13797,4749,41709,9508,38737,46969,25180,6124,21273,1162,8570,8096,826,4007,4076,7960,197119
36095,621.8186486,31364,17506,12559,3945,892,28712,2306,6359,5655,5027,1180,2056,126,607,2212,128,799,1429,1310,26240
36097,328.3432273,17992,9736,7304,2444,492,26484,1414,3604,3515,3014,573,859,48,248,1745,164,450,255,991,14699
36101,1390.5481932,96927,49462,40183,13308,2992,28600,6811,17889,21208,14839,3699,6066,593,1794,7602,417,3601,1789,5578,92969
36103,911.7768433,1487901,575162,487981,103887,37012,42204,98607,239139,322908,141672,30099,474510,56397,33705,5148,12746,25656,29735,79676,1348914
36107,518.6100832,49045,22486,20045,5091,1557,31330,3192,9435,10495,7106,1577,2403,124,695,3415,270,1065,548,2139,39720
36111,1124.2355093,179303,84874,69539,23840,5723,33879,12295,33335,32420,24210,5519,36788,2817,4733,5425,1252,5230,11692,10239,152817
36113,867.2447108,64480,39760,27553,6656,1479,33605,3989,13493,11956,9503,2050,3857,330,1914,1954,328,2561,845,3223,73066
36115,831.1670295,61828,29461,24009,7055,1729,27156,5519,11288,11910,8614,2018,4650,390,726,1938,428,1741,3242,3785,48262
36117,603.8290862,90856,41637,36504,10127,2733,29028,6738,16103,19705,13331,3191,8950,500,1510,3470,458,2471,1747,4523,76615
36121,592.750197,40565,18156,15815,4092,1157,27150,3022,6754,8064,5232,1371,4094,228,423,1376,153,1066,2948,1576,34806
37001,423.4320553,160576,69749,64059,26264,4529,26215,15629,26307,36203,22761,6808,56863,5034,5118,8342,1606,3372,4648,18968,151693
37009,425.0603837,26786,17649,11805,4748,604,24039,3187,6427,4893,4166,867,1986,218,510,3820,91,729,430,3155,20739
37021,656.4965596,254474,121591,107093,30609,5203,31439,16793,48292,48313,34184,6385,41701,4665,10604,17321,3442,5428,6892,25575,250613
37023,506.2364319,89712,41092,34672,15720,3728,23466,12258,17196,17402,17831,2950,16443,1343,618,10634,1192,1754,2888,10725,79997
37025,361.2378374,201448,78093,72299,21822,6349,31050,13302,25749,52386,21234,7151,66819,4165,4367,4943,2851,3144,1599,15678,174980
37027,471.8909698,81779,37950,32594,13405,2546,22945,11913,15466,16870,14780,2578,10167,1140,843,7215,692,1578,992,10205,70497
37031,507.6068457,68920,49911,29690,7831,2159,32005,4603,16237,12414,13228,2180,9396,497,4813,9057,347,1426,1114,7669,65698
37035,401.3726619,156729,68693,61099,20377,5453,26950,16024,26739,35357,22052,5030,37865,4129,3448,9668,1770,2987,2485,16819,172533
37037,681.7172793,69791,31555,28527,8241,1698,39299,6026,16306,14350,10548,1972,19869,2330,942,5203,483,1283,749,8246,53299
37049,706.5964617,103082,46911,40871,14915,3513,28007,7957,18543,22768,15960,3657,35120,2195,2307,6393,946,2756,5081,10882,99325
37053,261.9377042,25796,15557,10148,2562,608,30017,1980,3996,5742,3711,854,3304,83,76,2228,196,270,134,3464,20263
37055,383.2252969,35741,34515,15441,2929,1000,33550,1793,7181,6909,4775,965,4447,703,1582,1925,427,486,177,5293,37294
37057,553.1728852,164664,74311,65471,25064,5745,25109,19082,28859,36830,26141,5410,32116,3075,2213,11424,1588,3755,1935,18582,127861
37059,263.6952327,41991,18582,15999,5710,1125,29613,3979,8313,9038,6493,1132,6429,936,605,3457,436,470,368,4510,35286
37069,491.8001472,64902,28012,24749,9093,1731,26273,7114,10417,14574,10049,2018,23658,1171,366,7171,552,1276,1589,7142,47374
37071,355.7201328,216585,91779,81494,33324,7125,26069,22783,33757,49469,33579,7750,58421,2369,4326,10214,2219,4585,2906,23152,185502
37077,531.9906998,58874,24069,21030,7781,1695,26228,6522,9519,12272,8981,2377,24620,838,382,5033,251,1053,3706,5115,51441
37087,553.5597741,60433,35398,26336,8304,1319,29453,5383,14548,11069,10530,2001,4300,430,593,6397,428,1176,504,6453,47678
37097,574.1912982,172525,72834,65246,20230,5349,32006,13015,26249,40440,22506,6022,40981,2835,3213,9889,1658,2199,1286,16451,161046
37101,791.2318124,191172,73685,67154,25213,5185,25847,17373,24306,49706,27001,6999,60690,4728,1563,12796,1313,2777,1720,23136,149486
37109,295.8411571,81441,35227,32022,11593,2584,29089,8357,13761,17562,12140,2634,12168,775,526,7410,634,980,739,7929,64728
37115,449.6148991,21405,10892,8452,3586,559,25326,2229,4486,3882,3566,552,1265,98,47,2796,155,398,1125,2149,14417
37121,221.2520376,15040,8812,6361,2052,280,23907,1721,3609,2768,3041,348,1143,126,119,1552,50,368,343,1887,13585
37123,491.5242399,27338,16235,10411,5178,527,22760,3933,5257,6225,3906,929,10042,1037,75,3737,452,620,1167,3552,25452
37125,697.6775595,95629,46638,38965,11863,2244,33432,6633,22698,20362,14487,2382,21808,1230,1639,6965,627,1712,1413,8670,92042
37127,540.4423413,94003,42876,36720,14269,2892,26980,9439,16294,21019,15142,4022,46647,1206,1110,8242,1005,2907,2077,9402,91606
37139,226.879887,39479,17108,14780,5981,1187,23699,3625,6367,8775,5718,1419,17831,314,754,2089,163,1419,2393,5075,40133
37141,871.2952204,59020,28601,21766,8709,2016,27724,5189,10339,13225,9560,1117,14882,759,702,6773,438,913,1189,6517,44626
37145,392.3342793,39305,18428,15744,6836,1703,25922,3813,7227,8365,7291,1559,13217,243,157,4173,430,1234,521,3572,30914
37151,782.3182948,142958,62147,56041,22265,3719,24127,18335,24213,32997,22207,5033,29512,4124,1833,13428,1272,2932,1445,19208,120926
37157,565.6317207,91270,43977,37201,16201,2568,23604,11394,17708,18821,14170,3448,25089,974,1356,7412,882,2665,1458,9216,76178
37159,511.4783245,139605,61329,52301,22386,5106,25117,14118,23456,31464,21389,5051,38547,2758,2454,10115,1206,3023,4380,16794,125897
37161,565.4372087,66532,34275,26345,11731,2410,22493,8245,13755,13977,13157,2104,11019,397,520,7127,431,1669,1238,7345,60409
37167,395.125381,61114,27638,23717,8474,1865,24671,6359,11242,13277,8769,2315,11705,566,244,3609,780,1144,2137,6245,52082
37169,449.0134653,45905,22186,19302,6166,1400,25091,5529,9098,8920,6978,1603,4022,47,220,5530,291,629,528,5895,31225
37171,533.7419472,72099,34030,28985,11978,1422,23957,10995,14189,15603,14444,1754,11381,1347,863,8366,672,1965,1005,9132,69830
37197,334.9419807,37665,17401,15448,5692,889,23566,5052,7208,8061,6312,1230,5858,978,260,4508,406,788,326,4569,29329
38001,987.610346,2351,1432,1046,191,16,33652,76,550,502,230,45,202,0,73,131,5,27,68,161,2162
38003,1491.5534995,10836,5884,5085,1080,158,33868,653,2293,2085,1534,212,783,0,591,434,15,314,573,629,10443
38007,1148.8394929,946,532,385,81,19,45523,77,150,219,111,11,73,0,16,56,1,6,31,42,816
38009,1668.4226064,6589,4451,3065,634,131,35039,407,1477,1366,973,144,548,0,82,338,27,68,295,245,5267
38011,1161.8991888,3195,1769,1398,242,44,36221,211,642,785,326,66,214,22,70,205,30,55,77,169,2933
38021,1131.4699388,4970,2680,2170,252,73,32943,335,1047,1144,509,87,329,10,117,183,32,100,240,201,4658
38025,2008.473263,4387,2530,1648,381,73,44492,296,705,1059,578,92,699,73,27,643,42,24,127,852,3233
38027,630.170182,2313,1331,1052,306,15,34565,164,534,510,424,98,275,5,101,68,5,37,97,143,1850
38031,635.4506963,3290,1831,1440,231,22,33737,181,735,722,331,68,149,3,38,98,14,49,91,202,3443
38033,1001.5077871,1882,1049,856,119,17,32590,100,406,429,264,27,106,0,51,61,6,45,97,191,1546
38041,1132.2208118,2576,1469,1079,228,21,32474,253,619,543,294,78,237,1,2,87,0,16,168,213,2036
38043,1351.1707629,2460,1667,1055,246,14,32364,174,483,511,325,71,140,0,0,290,27,19,0,348,1901
38049,1873.9665644,5927,3158,2628,504,49,37626,422,1179,1408,745,180,289,4,54,331,12,79,74,286,4166
38055,2110.3305181,9608,6135,4333,772,64,35367,572,2152,2064,967,264,1013,44,173,698,72,127,173,471,8323
38057,1042.6721858,8570,4732,3702,589,41,38298,443,1506,1933,895,167,623,106,331,697,78,59,142,1184,9475
38059,1926.1760672,30544,14719,13536,2426,549,39300,1800,4727,6830,2737,726,2963,215,1256,1925,153,647,651,1658,26519
38065,722.5111784,1837,1003,750,165,37,33849,135,441,441,245,49,169,26,28,139,13,20,0,165,1761
38067,1118.695097,7016,3871,3180,475,100,36251,583,1537,1458,835,145,628,2,101,266,18,125,183,451,7292
38069,1018.4550525,4210,2310,1937,692,20,28008,243,975,892,416,146,254,4,142,182,4,105,166,140,4248
38073,862.356556,5361,2691,2367,304,38,34691,281,1132,1159,788,188,286,0,268,98,5,115,154,136,4595
38075,877.0526047,2495,1332,1022,114,23,33635,104,446,583,355,49,224,12,2,116,13,21,51,95,2152
38081,858.5051851,3883,2108,1834,146,28,37039,234,833,759,505,89,287,1,123,247,27,37,39,158,4777
38091,712.2089894,1910,1215,891,114,22,39403,51,447,383,260,19,41,3,19,75,12,13,0,107,1470
38095,1024.5576405,2246,1386,1036,271,43,36217,132,523,512,301,49,242,43,14,66,32,46,31,245,1718
38097,861.9487385,8019,3845,3349,504,126,32712,396,1515,1824,953,182,622,22,341,150,14,169,389,383,7629
38099,1281.6680628,10802,5595,4841,1012,140,31366,1081,2227,2457,1546,399,1666,96,214,482,49,276,397,592,10921
39003,402.5035686,103642,45063,40537,14795,3070,25662,7192,17319,24117,15701,4595,19681,387,2741,1766,446,3406,3976,6807,112444
39005,422.9611745,53477,22250,20439,6769,1067,25471,4033,9580,12169,7352,1580,2311,526,1013,1335,430,1411,2253,4622,47718
39007,702.0724389,98136,46107,37652,19216,3111,22817,9608,17737,21911,15601,3491,10156,492,2270,4037,732,3510,3506,8735,83610
39011,401.393896,45784,19852,18723,3906,838,29908,2110,7946,11125,4915,1557,1931,103,699,631,212,884,544,1838,41957
39013,532.1253644,68472,32211,26200,8738,1882,26106,4832,13591,13041,10462,2114,4896,43,1300,2856,97,1875,4071,3875,60624
39015,490.0169506,43679,20048,17434,6818,1154,25637,3814,7612,10094,7108,1605,1519,64,367,3266,305,1026,591,3254,32557
39017,466.6203539,378294,151198,138226,47601,9789,30777,23331,52872,90144,46200,12679,69799,4242,14111,3907,2047,7519,11624,21722,343182
39019,394.6081954,27578,13646,11126,3549,611,28421,2233,5580,5763,4019,770,1029,56,119,1744,121,604,453,2502,18994
39021,428.9941457,38864,16793,15209,4180,1180,26515,2501,6904,8783,6170,1334,2556,104,453,1113,189,853,850,2152,30591
39023,396.8613751,135198,61310,54905,20775,4768,25948,11551,25265,30713,22560,6291,21361,1092,3733,2588,802,4526,3184,9126,123683
39025,452.109296,203216,82830,77181,19204,4473,32900,13641,30876,47954,27142,5636,12890,483,9232,4958,963,3724,1919,11496,155271
39027,408.6847264,41896,18178,16370,5277,1275,26861,3236,6750,9859,6647,1670,2769,70,770,1153,304,920,1221,2468,43628
39029,531.9264076,104003,46818,41854,14639,3294,25853,9076,20059,21521,16240,3284,6217,199,1678,4473,790,2812,3889,7245,86913
39033,401.7853285,42021,20053,17755,6182,1053,24513,2872,8436,9219,6974,1753,1928,96,658,863,109,1208,545,2563,36171
39037,598.0999178,51734,22844,20838,5124,1213,26262,3294,9780,12420,7146,1653,1965,55,407,1000,228,1119,654,3008,43353
39039,411.4495546,38279,16807,15213,4032,917,28491,2072,6728,8900,4857,1361,5156,191,612,1080,126,881,593,2111,35266
39043,251.4351653,75136,37859,31301,8858,2050,31677,4331,15642,15464,11014,2805,12551,321,2883,1218,170,2135,1276,3709,78491
39045,504.4094478,152910,60573,55748,14142,3327,31136,7872,23108,37048,20591,5177,20412,977,2946,1738,944,2894,2982,7673,118944
39051,405.4460538,42305,17520,16425,3919,1044,28411,2527,7070,10131,5644,1490,4578,293,289,1324,276,565,474,1889,39281
