FIPS,AREA_SQMI,E_TOTPOP,E_HU,E_HH,E_POV,E_UNEMP,E_PCI,E_NOHSDP,E_AGE65,E_AGE17,E_DISABL,E_SNGPNT,E_MINRTY,E_LIMENG,E_MUNIT,E_MOBILE,E_CROWD,E_NOVEH,E_GROUPQ,E_UNINSUR,E_DAYPOP
39053,466.5304709,30195,13892,11662,6608,657,22588,3769,5450,6916,6203,792,1979,31,233,3305,227,858,838,3160,30279
39055,400.3011358,93961,37075,35285,5642,1453,42149,6077,17977,22073,9889,1450,4095,571,1097,1105,731,3234,1027,8228,81214
39057,413.6240973,165811,69878,65406,19065,4550,34682,7391,27076,34242,20911,5346,26615,1125,6172,764,647,3397,9104,7270,160073
39059,522.2536112,39274,19285,16098,7815,1254,23599,3865,7326,8775,6874,1674,2231,66,688,2980,251,1302,534,2961,35463
39063,531.3129707,75690,34030,31887,8545,1718,30794,3999,12284,17000,8424,2672,8090,372,2479,2237,243,2107,1944,3574,84482
39065,470.4045481,31542,13187,11495,4880,893,22329,2022,4805,7371,4558,813,1532,109,531,1076,179,754,2297,2835,26471
39067,402.3308864,15307,8111,6200,2545,381,24108,1568,3118,3222,2820,443,770,87,76,1308,101,525,270,1386,11675
39069,416.0100304,27316,12071,11065,2593,588,28328,1302,4811,6440,3546,1187,2715,42,403,821,59,476,444,977,26857
39071,553.0833899,43007,19326,16646,8836,1237,22624,4631,7573,10437,7872,1501,2020,190,472,2864,265,1369,557,3679,37018
39073,421.3268716,28495,13396,11120,3785,786,24138,2063,5219,6366,4907,1055,1015,56,271,2310,241,584,687,1937,20891
39077,491.4944591,58457,25247,22860,7845,1411,25375,4628,9536,14277,7960,2192,5711,565,752,1869,290,1476,1006,4374,51764
39081,408.1241098,66886,32528,27363,11647,2366,25658,4593,13770,12959,12022,2282,6399,167,1614,2093,134,2485,2368,3931,61570
39083,525.5051897,61215,25731,23340,8222,1586,25589,3733,10538,14028,7939,1925,2784,300,405,948,267,1836,3528,5647,51351
39085,229.2701537,230052,102619,95980,18830,5449,33737,13190,43492,47244,29673,7523,26244,2585,10972,1735,786,4588,3161,11587,203197
39089,682.4372669,172293,70647,64016,19101,4340,30338,10209,27141,40368,26245,5579,16230,676,2569,2924,993,3087,3810,10938,147550
39091,458.4437306,45307,23399,18654,5984,1103,27840,2705,7712,10690,6175,1620,2966,391,706,2138,475,1013,458,3532,40901
39093,491.2139811,306713,130429,119536,40799,9507,29777,21800,53050,68799,45673,12402,65973,2831,10808,3016,1157,8195,9328,15404,259260
39099,411.5057089,231064,111447,98052,39441,9129,27429,14934,46245,46852,34564,9497,55078,2192,8410,1340,723,8353,6677,12147,227768
39103,421.3942255,177257,71882,68121,11303,3065,35979,6282,29672,40656,19193,4287,10644,502,4640,675,734,2798,1427,7453,140295
39107,462.4434064,40806,17935,16104,2788,567,28513,2249,6923,10482,4684,1111,1818,96,530,1137,199,596,504,1672,39632
39109,406.5097888,104800,44323,41081,9764,2442,29703,7121,18836,24304,14489,3045,7850,462,1745,894,267,2298,973,5631,94392
39111,455.7230516,14090,7523,5945,2309,364,25141,1214,3204,2943,3002,465,384,8,198,1032,59,478,148,952,11591
39113,461.4905356,532034,254821,223894,89854,18780,28807,36035,91990,118680,79697,25283,154006,5548,22798,3211,2822,22029,17634,36788,515301
39117,406.1333756,34976,14271,12650,3524,661,27212,3200,5627,8329,5104,847,1388,56,232,1872,274,889,295,2236,22472
39119,664.5436295,86076,37946,34239,13669,2707,24080,7410,14685,19827,14429,3353,7238,181,1836,3781,496,2527,1966,5272,83809
39123,254.7388548,40709,28391,17691,4181,950,33081,2418,9598,7772,6327,1223,3130,89,1312,3281,70,775,855,1711,34022
39125,416.4346519,18872,8755,7770,1919,415,25918,1397,3368,4475,3315,572,1456,96,183,708,164,456,93,1176,15131
39127,407.9338835,35985,15305,13547,6907,1234,22659,3501,5716,8569,6170,1426,1181,44,460,2616,189,925,338,1855,27216
39133,487.4035991,162644,68834,61993,20346,5595,29439,8264,25025,30986,21556,4658,16695,945,5817,5196,333,3804,7050,9439,143434
39135,424.2261852,41207,17886,16090,4683,1026,27031,3041,7500,9425,6717,1168,1436,139,299,824,229,837,438,2530,29773
39137,482.5439437,33969,13892,13236,2265,514,30064,1528,5590,8674,3450,878,2688,132,190,831,115,398,309,1033,27514
39139,495.1966745,121324,54280,47998,16190,3533,24545,11178,22951,26365,18516,4072,17424,417,3126,2032,652,4602,7113,9058,122159
39141,689.1869036,77051,32073,28747,12694,2490,23756,7216,12121,16628,14722,2874,7996,145,1259,4268,495,2012,5930,4655,71444
39143,408.4547058,59299,26336,23562,7872,1479,26256,3993,10577,13583,9034,2550,9093,356,817,1275,143,1499,1308,3154,55982
39147,551.0261384,55475,24114,21652,7680,1353,25555,3283,9434,12284,8030,2302,5556,197,906,1108,119,1417,3104,2539,47759
39149,407.6955289,48797,20421,18643,4384,1162,29008,3208,7570,12358,6211,1793,3432,189,903,826,342,977,432,1980,52152
39151,575.3168531,373475,166502,152649,50408,11432,28434,22563,69336,81165,49462,15101,50278,1845,10387,3265,1504,11069,9118,20742,353192
39153,412.8133012,541810,245792,224385,69576,15960,32055,31983,92166,115333,69248,19901,122759,6878,26203,2414,2143,19825,9426,31477,540229
39155,618.0385151,201794,95707,86163,34604,4794,26116,15747,41230,41904,29367,8078,25723,762,5234,4258,968,6230,3895,14402,177351
39157,567.4315286,92526,40187,36817,11990,1902,26034,9061,17458,21298,13051,2774,4881,758,1115,3420,555,2677,1076,7947,87250
39159,431.7496526,55654,20775,19546,3610,720,34691,2781,6508,13872,6014,1465,5644,161,777,874,244,845,3199,2410,63172
39161,409.153116,28281,12732,11419,3100,631,26698,1736,5125,6640,4013,1203,1662,96,229,721,70,526,313,1610,23813
39165,401.2493262,226564,85957,81859,10100,4113,39448,9904,30752,57412,21415,5441,30411,1378,4973,889,409,2507,7375,9197,194410
39167,631.9737721,60671,28236,25139,8921,1120,27860,3917,12162,11993,12237,2171,2950,122,1097,3447,332,1499,1683,4100,59792
39169,554.8656521,116208,46500,43385,13885,2256,26822,10710,19566,28449,13937,3108,7312,1367,1616,3693,1059,4001,3975,14815,107433
39171,420.6596236,36936,16660,15246,4886,809,25428,2686,6651,8468,5396,1271,2640,78,287,1122,183,780,1221,1960,35438
39175,406.8641876,22107,9945,9076,2068,428,27037,1402,4059,5084,3005,891,1094,308,284,581,90,513,292,1275,18299
40013,904.508153,45759,20246,17157,7401,1147,23453,4273,7999,10747,9683,1391,13054,347,812,3349,643,968,1010,7607,44853
40015,1277.8363081,29342,13220,10199,5617,921,22062,2819,4806,7416,5965,998,12559,969,176,1730,399,734,1161,5363,25249
40017,896.641692,136710,48089,44633,11339,3177,30545,6955,17179,35938,17896,3707,31880,1723,2600,2670,1155,1255,2156,13609,105769
40019,822.179288,48406,21661,18336,8055,1222,25110,4046,7814,12273,8991,1810,14361,442,730,3107,506,1078,947,7345,49923
40021,749.2999699,48599,22060,16507,9792,1537,20575,4503,7772,10992,8378,1476,25334,444,995,4722,603,1050,1921,11031,44711
40027,538.8919024,276733,114046,105190,33017,6090,30507,14082,34733,60795,36177,9547,76948,2953,11216,7276,2561,3966,11989,26540,221805
40031,1069.2891951,122561,51690,42610,17379,3897,26149,8012,14592,29261,20925,4951,53338,1306,3914,2747,1154,3173,9340,14361,113530
40033,632.6538916,5929,3000,2212,999,195,22596,576,1147,1361,1176,187,1403,0,0,232,63,159,130,906,4468
40035,761.3533828,14493,6751,5433,2523,350,20704,1367,2818,3212,2995,584,5243,81,196,716,90,364,1132,2237,13743
40037,950.1684543,71160,30540,26642,10869,1146,25150,6393,12111,17196,9626,2492,16852,298,698,6186,911,982,837,8858,57779
40045,1231.5133099,4072,2275,1607,709,105,27120,358,868,952,611,111,544,14,20,316,13,54,50,546,3203
40047,1058.4905615,62190,26792,23824,8909,1513,26454,4785,9782,16146,8793,2308,15497,1682,1436,987,534,951,1715,7850,58721
40049,802.0627615,27823,12834,10425,4453,406,23020,2671,4859,7004,4156,862,6715,244,220,1393,240,471,325,4300,25101
40051,1100.5096889,54733,22809,19836,6183,950,28577,3971,8496,13325,9180,1477,10019,344,598,3125,463,706,698,6410,41750
40053,1000.8709025,4418,2474,1825,404,64,29060,300,916,1062,824,148,511,10,13,185,14,13,93,340,2846
40065,802.650423,25384,12142,9868,4263,570,23226,2784,3698,6500,4008,960,9395,568,565,645,212,768,655,3200,25703
40071,919.635907,44880,21527,17703,7695,1418,24853,3981,8383,11235,8977,1682,11214,348,962,1398,497,1187,938,6046,44284
40075,1015.1431502,9001,5159,3772,1936,196,20888,1019,1756,2121,1885,285,2292,71,51,359,35,243,198,1247,7361
40081,952.3197799,34854,15371,12821,4876,810,24454,3242,6144,8495,6640,910,6091,103,86,3435,335,554,390,4650,24514
40083,743.8337042,46044,17507,15665,5739,1120,29387,2964,6791,10962,6225,1229,10279,209,183,3331,301,482,1950,5475,29915
40085,513.9946562,9933,4569,3193,1323,186,21704,1042,1885,2499,1975,205,2815,303,39,950,77,112,115,1217,10028
40087,570.710513,38634,15366,14159,3424,625,29797,2591,5812,9954,5083,1111,7940,372,226,2158,208,354,281,4610,29717
40093,954.9877687,7718,3679,3050,910,102,28801,616,1525,1953,1283,144,1144,124,50,523,54,107,109,789,6115
40103,731.885945,11411,5343,4607,1419,219,27828,792,2110,2785,2006,344,2113,7,20,774,104,211,259,916,10090
40105,565.7778267,10383,4858,4084,1721,346,22147,788,1974,2390,1700,339,3428,37,54,1024,55,191,181,1787,7453
40113,2246.5507041,47311,21733,18165,7539,1328,24363,4071,8817,10655,8375,1453,17244,61,227,3537,525,872,1430,5678,31268
40117,568.1597602,16428,7816,6205,2485,299,23916,1312,3060,3941,2728,597,3798,29,73,2055,233,232,213,2464,12515
40123,720.4221793,38358,16826,14354,5685,926,24683,2811,6148,9136,6071,1460,13107,257,503,1818,281,799,1527,6377,40201
40125,787.6714562,72000,29847,26003,11259,1976,23155,5903,11396,17399,12797,2491,19683,434,957,3722,676,1457,3061,10046,63241
40129,1141.1308865,3708,1904,1352,716,104,26431,254,708,952,579,120,597,12,0,333,23,43,21,538,2467
40131,675.6193291,90814,37559,34452,8514,2186,30886,4804,14195,21874,13231,2986,25331,631,1064,4365,863,1012,1286,9817,73660
40133,632.836948,25071,11704,9222,5099,784,20460,2542,4369,6342,5343,993,8836,145,181,1908,310,631,652,4840,23711
40137,870.2471488,43983,20693,16955,6344,1281,25374,3830,8254,10319,8689,1559,8606,447,606,1557,262,910,564,5940,38808
40145,561.5719968,77850,31879,28748,8231,2240,28286,5035,12114,19312,12894,2651,21933,766,833,4699,861,896,247,8863,46808
40147,415.4533829,52001,23702,20667,7072,1172,30267,3300,9881,12363,8152,1793,13986,332,1253,1518,307,1163,785,6889,47816
40149,1003.166299,11432,5431,4363,1529,232,26744,797,1985,2906,1436,367,1886,83,80,622,89,209,277,1251,8349
40153,1242.3984303,20967,8975,7255,2303,510,28248,1641,3048,5337,3106,633,4134,502,426,1595,101,312,1094,2169,20256
41007,828.1426373,38562,22303,15910,3977,1113,28750,2357,8015,7511,7309,1098,5514,690,1671,1359,365,1228,802,3280,39477
41009,658.1139996,50851,21116,19296,6103,1640,29317,3464,9097,11076,8725,1559,5694,366,796,3074,309,1251,405,2971,38772
41017,3017.597612,180640,86875,72471,19503,4792,34187,8452,34502,37537,22836,5193,22544,1904,4760,5683,1758,2520,1310,15426,181846
41029,2783.2540691,214267,94525,87417,34519,6530,28728,15862,45075,44616,34176,8104,40176,3675,6177,12202,2764,5761,3674,16698,207046
41035,5942.7429112,66310,33418,27402,13275,2426,24296,5838,13368,14408,13060,2208,14346,1095,1538,5578,944,1843,1065,5614,62780
41037,8138.5961825,7843,4500,3494,1201,198,22469,772,1903,1478,1438,286,1199,37,40,989,103,223,602,593,5189
41043,2287.1280791,122870,50011,47030,17528,4471,25781,8586,22051,28162,21389,4261,17985,1452,3478,5882,1388,2651,1370,8627,117310
41053,740.9233013,81427,31762,29692,11214,2906,27492,4993,13995,18830,12035,2290,17551,2286,2674,2431,624,1465,1704,5106,67036
41061,2036.9190668,26028,11744,10481,4026,780,27425,1332,5043,5759,4235,943,2867,168,807,1857,348,601,770,2041,23490
41065,2381.1338658,25866,11648,10266,3392,532,26249,2556,5161,5829,4625,898,6458,802,832,1866,306,695,1160,2104,24997
41071,715.8984318,103820,38632,36197,13499,2674,29141,8159,16913,23684,15667,3066,23537,2932,2874,4276,1424,1676,5437,6508,91612
42001,518.7605842,102023,42068,39221,8597,2376,30534,8126,19596,20846,13565,2699,10935,1230,894,2750,531,1800,4159,5804,85720
42005,653.1783098,66331,32736,27990,7683,1990,26465,5129,13954,12876,12253,1846,1890,142,1021,3453,278,1930,755,3265,48732
42007,434.7139434,166896,79280,70817,17920,4344,30016,8333,34142,32598,25881,5554,17320,593,4381,3500,684,6165,2954,7340,138039
42009,1012.3018492,48611,24302,19674,6116,1126,25163,4428,10617,9728,8403,1164,1566,141,590,3540,344,1120,503,3455,40481
42013,525.801082,123842,56767,51625,17645,2956,26648,8029,24518,25397,21325,4388,6600,328,3695,3668,511,4773,3240,6490,124659
42015,1147.4168545,61304,30592,24812,7257,1349,27319,4794,12422,13560,9302,2144,2465,152,852,4620,427,1827,779,4103,55292
42017,604.4276995,626370,249732,237383,37423,15665,44103,27363,110321,130567,67859,14198,97394,10009,26929,4803,2700,11394,9454,26385,550358
42019,788.5945311,186566,82455,76240,14952,4118,36383,7163,33045,38197,22629,4635,9603,383,5962,7209,586,4879,5675,6549,177730
42025,381.4601153,63931,34715,25739,7861,2221,26867,4873,12880,12516,10249,1890,5044,379,1041,1468,429,1474,910,3282,50789
42029,750.5239785,517156,199050,189592,34217,12306,48225,23654,79856,119547,44752,11373,104275,11470,19859,5448,2514,8841,14354,30463,493371
42031,600.8361076,38827,20447,15824,6093,1240,24293,2748,7260,7309,6371,1091,1529,171,1186,2529,157,1426,1279,3086,37934
42033,1144.6822037,80216,39136,31349,11052,2578,23743,7748,15777,14817,14457,2259,5524,629,1267,5052,334,2405,5615,4264,74005
42035,887.9837874,39074,19215,14744,6491,1069,23780,2847,7035,7968,6344,966,1857,208,815,1907,150,1434,1760,3033,34048
42037,483.1065549,66220,30081,26582,8800,1545,25794,4394,12183,11761,8730,1987,4426,227,1458,2468,130,1634,4563,3048,61800
42039,1012.3014646,86164,44861,35012,11577,2392,25731,6397,16718,18207,14710,2966,4411,257,1193,6201,409,3434,3428,7987,77814
42041,545.4990921,247433,105204,98877,17327,4982,36012,13275,44001,50175,27908,6682,33956,3020,7445,4561,912,5869,13197,13870,254807
42047,827.3609889,30608,17759,13727,2962,604,28476,1721,6452,6007,4853,1072,781,46,442,1223,92,1010,406,950,30027
42051,790.3383175,132289,63669,54511,22683,4340,25876,11063,26611,25561,24860,4708,10709,338,2020,6515,991,4378,4888,6841,115635
42055,772.2228433,153751,65192,60210,15640,4101,29748,13451,28920,34814,21614,5219,17879,1416,2031,5231,812,3606,2208,14867,137814
42057,437.5511722,14506,7235,5950,1650,396,26082,1331,2992,2948,2342,462,552,3,144,1312,55,389,35,997,12378
42063,827.4706816,85755,38960,33892,13430,2934,25276,5754,15612,15576,12882,1874,5192,797,2853,4343,530,3014,5871,7342,81577
42065,652.4312287,44084,22673,18465,6011,893,24974,3239,8860,9354,7013,1445,1219,164,985,2059,186,1514,749,3274,39434
42067,391.3502389,24562,11152,9404,2876,452,25057,2919,4770,5574,3423,655,1367,382,358,1233,211,730,282,2546,18618
42073,358.180201,87382,41228,36907,12017,2606,27734,6132,18408,17469,15320,3260,6931,392,1799,2832,334,3240,2289,4439,75801
42075,361.8053332,138674,57336,53281,14073,3768,28560,12316,26068,31808,18058,4724,23925,2855,2669,2992,1224,3400,3294,12919,122402
42077,345.2029317,362613,145589,138008,44179,12288,32252,28213,58706,82508,49493,14672,124958,13486,14624,3026,2759,12264,9132,25134,361655
42081,1228.7512539,114859,53340,45897,15403,2961,26867,8224,21245,23647,17383,3941,10848,345,3034,3470,340,4160,6078,6612,112509
42083,979.1809111,41806,21282,17169,6480,1339,25517,2636,7740,8373,7301,1663,2723,112,785,1858,146,1610,3002,1910,39922
42085,672.581923,112630,52200,46028,14935,2760,26561,8046,23322,22321,18540,3763,11050,470,2674,4028,759,4438,7321,6936,112284
42089,608.2567556,167586,81328,56770,19004,6723,28486,12284,27248,33787,25498,4345,55621,2691,1652,3059,924,2846,2295,11760,144612
42095,369.6454428,301778,122862,114123,26465,8296,34017,19820,54951,61052,37487,8852,68529,5860,8621,2761,1115,7816,11160,16526,265391
42099,551.4480259,45924,20784,18091,3848,887,29685,4056,8002,9960,6392,1360,2034,168,354,2495,215,906,609,4101,29294
42103,544.9602864,55498,38982,21871,5476,1991,33111,2897,11899,10320,9506,1469,10707,775,368,1310,189,872,375,3287,42426
42105,1081.3221624,16937,12998,6523,2392,468,24087,1444,3860,3550,3252,446,572,107,191,1803,52,469,271,1207,14517
42107,778.6310052,143555,69804,58733,17294,4166,26070,11968,28263,28373,24028,5006,12364,620,2316,2778,422,5313,7226,8328,124149
42109,328.7830546,40466,16378,14716,4046,568,26415,3876,7206,8537,4760,929,1994,223,502,1286,209,956,2261,4779,37829
42111,1074.3644209,74949,38421,29708,8681,1877,25294,6647,15931,13841,11538,1865,4205,306,1602,4443,330,2284,5151,5177,65171
42115,823.4955217,41340,23323,17347,5012,1187,29630,3301,9172,7844,6932,1298,1511,168,388,2613,243,957,311,2937,30040
42117,1133.7725592,41226,21793,16178,5773,1133,26059,2962,8578,8214,7036,1168,1557,56,701,3821,146,1029,685,3177,35703
42121,674.2837702,52376,27592,21915,7088,1660,25837,3913,11027,10423,9767,1805,2131,102,838,3161,242,1609,1207,3392,46721
42123,884.138169,40035,23603,17080,4975,989,27593,2178,8707,7818,6709,1197,1282,167,659,2532,123,1108,699,2085,33901
42125,856.9883918,207547,95508,84100,18777,5381,34244,10551,40748,40817,30125,5566,15890,652,4967,5501,804,6397,5340,8304,192957
42127,725.5816105,51536,32240,18739,5552,1361,26570,3981,11809,8784,8579,1096,4763,203,313,2233,184,960,3898,2852,43381
42129,1028.0397173,354751,170218,151665,34762,7989,32916,15637,76650,65987,53865,9620,21469,1044,8514,9815,861,11286,8079,13485,312839
42131,397.3051499,27588,13503,10784,2805,802,28810,1397,5433,5478,3729,881,1187,28,144,1589,94,483,737,1324,22802
42133,904.2056525,444014,183379,171244,43381,11787,31468,32691,73958,98850,59799,15340,71788,5826,9306,9570,2493,9946,8862,24793,396375
44001,24.1366573,48900,20991,19553,3432,910,43617,3383,9406,9381,5224,1237,3789,613,1375,8,82,1252,3802,1215,38240
44005,102.4374483,83075,42433,35217,6791,1991,45442,3863,17350,14521,10195,2366,11795,727,3372,946,266,2486,3840,3253,79671
44009,329.2783586,126242,63737,49111,11249,4180,41000,5058,24442,21752,14206,2860,11234,752,3454,1356,449,2229,6637,4001,117671
45003,1070.6085157,166926,75934,66710,26420,6020,27526,14750,30578,36645,22692,6635,56047,2578,2202,15160,1035,3906,2742,18626,154483
45007,713.8514607,195995,87425,76632,29419,5481,25807,20842,34228,45273,31412,7079,44139,1427,3790,15060,1575,5590,2504,20541,178589
45015,1103.6065621,209065,82030,74931,24936,5298,28331,15484,27136,50532,28695,7349,75734,3069,5478,14666,1196,3168,3655,22649,164152
45023,580.6562163,32326,14752,12453,6783,1013,21240,3969,5738,7398,6058,973,13332,94,132,2884,252,1015,173,3219,28338
45035,568.5936701,155474,59777,54549,18746,4468,28704,10278,20356,38730,19196,5405,55338,1434,4519,7850,882,2193,1850,14226,109313
45045,785.0620124,498402,207711,189334,60123,11986,30776,41345,74825,116234,61770,15421,156169,12523,22194,18702,3785,11435,11698,56439,523312
45055,726.4710173,64361,28799,24833,10488,1925,24253,6002,11340,15016,10473,2413,19989,389,279,7166,227,873,355,6766,51334
45057,549.0680576,89546,36460,32632,12722,2761,29271,8645,18004,19609,12098,2744,26758,942,550,4344,609,1548,2004,8835,79642
45063,698.9898801,286316,122711,111265,35768,8362,30316,20514,42994,67051,38340,10093,71014,4254,6275,22917,2142,5395,3236,28642,267863
45073,626.4439672,76696,40056,31818,13928,2116,28076,8886,17204,15507,16375,2478,11846,1018,1586,8641,636,1992,823,9272,66945
45077,496.9156674,122746,53724,47375,20294,3375,24803,11698,19478,23689,18074,3624,17345,711,4284,9748,804,3054,6432,12211,114136
45083,807.743898,302195,127850,114640,43422,8449,26072,29946,47462,70456,44894,11173,94919,5286,7201,18136,2884,7221,7565,32538,310452
45091,680.6724348,258641,104845,98155,29188,8069,32227,18002,35425,63395,26780,9865,75505,2468,9070,11777,1456,3806,3924,22305,235025
46015,817.2404736,5256,2549,2221,901,57,28292,443,910,1335,798,234,816,0,193,326,25,162,302,487,5014
46019,2250.0164359,10177,4791,4178,1199,195,26702,656,1977,2463,1615,398,854,2,210,1068,53,223,137,1306,7765
46025,957.6031869,3673,1826,1536,470,65,30339,222,761,955,466,83,224,17,25,79,22,63,136,282,2901
46029,687.5847482,27993,13013,11974,3415,403,29992,1515,4616,6712,3779,942,1966,86,1245,1019,234,635,618,1519,29485
